decoder_candidate,onset_threshold,offset_threshold,min_onset_separation_seconds,min_note_duration_seconds,crepe_confidence_threshold,matches,ref_notes,est_notes,COnPOff_F_micro
89,0.4,0.405,0.162,0.11,0.3,1162,1693,1651,0.6949760765550239
86,0.4,0.405,0.162,0.1,0.3,1164,1693,1661,0.6940966010733453
8,0.36,0.405,0.162,0.11,0.3,1167,1693,1670,0.6940231935771632
83,0.4,0.405,0.162,0.09,0.3,1168,1693,1674,0.6937926937926937
5,0.36,0.405,0.162,0.1,0.3,1169,1693,1680,0.6931514971835162
2,0.36,0.405,0.162,0.09,0.3,1173,1693,1693,0.6928529238038984
17,0.36,0.405,0.18,0.11,0.3,1152,1693,1638,0.6916841789252477
11,0.36,0.405,0.18,0.09,0.3,1159,1693,1661,0.6911150864639236
14,0.36,0.405,0.18,0.1,0.3,1154,1693,1648,0.6908111343909009
88,0.4,0.405,0.162,0.11,0.25,1158,1693,1660,0.6907247241276468
85,0.4,0.405,0.162,0.1,0.25,1159,1693,1666,0.6900863352188151
82,0.4,0.405,0.162,0.09,0.25,1163,1693,1678,0.6900029664787897
7,0.36,0.405,0.162,0.11,0.25,1163,1693,1679,0.6897983392645315
98,0.4,0.405,0.18,0.11,0.3,1142,1693,1620,0.6894053727739209
4,0.36,0.405,0.162,0.1,0.25,1164,1693,1685,0.689165186500888
1,0.36,0.405,0.162,0.09,0.25,1168,1693,1697,0.6890855457227139
92,0.4,0.405,0.18,0.09,0.3,1149,1693,1643,0.6888489208633094
95,0.4,0.405,0.18,0.1,0.3,1144,1693,1630,0.68853445681613
16,0.36,0.405,0.18,0.11,0.25,1148,1693,1647,0.6874251497005989
10,0.36,0.405,0.18,0.09,0.25,1154,1693,1665,0.6873138773079213
170,0.44,0.405,0.162,0.11,0.3,1136,1693,1615,0.6868198307134219
13,0.36,0.405,0.18,0.1,0.25,1149,1693,1653,0.6867901972504482
87,0.4,0.405,0.162,0.11,0.2,1154,1693,1668,0.686700386789646
6,0.36,0.405,0.162,0.11,0.2,1160,1693,1688,0.6861875184856551
167,0.44,0.405,0.162,0.1,0.3,1138,1693,1624,0.6861621947542961
116,0.4,0.45,0.162,0.11,0.3,1147,1693,1651,0.6860047846889952
