decoder_candidate,onset_threshold,offset_threshold,min_onset_separation_seconds,min_note_duration_seconds,crepe_confidence_threshold,matches,ref_notes,est_notes,COnPOff_F_micro
26,0.36,0.405,0.198,0.11,0.3,1138,1693,1625,0.6859553948161543
164,0.44,0.405,0.162,0.09,0.3,1142,1693,1637,0.685885885885886
113,0.4,0.45,0.162,0.1,0.3,1150,1693,1661,0.6857483601669648
81,0.4,0.405,0.162,0.09,0.2,1159,1693,1688,0.6855959775214433
110,0.4,0.45,0.162,0.09,0.3,1154,1693,1674,0.6854766854766854
84,0.4,0.405,0.162,0.1,0.2,1155,1693,1677,0.685459940652819
97,0.4,0.405,0.18,0.11,0.25,1138,1693,1629,0.6851294400963275
35,0.36,0.45,0.162,0.11,0.3,1152,1693,1670,0.6851025869759143
23,0.36,0.405,0.198,0.1,0.3,1140,1693,1635,0.685096153846154
0,0.36,0.405,0.162,0.09,0.2,1165,1693,1708,0.6850926198177008
91,0.4,0.405,0.18,0.09,0.25,1144,1693,1647,0.6850299401197604
3,0.36,0.405,0.162,0.1,0.2,1161,1693,1697,0.6849557522123895
32,0.36,0.45,0.162,0.1,0.3,1155,1693,1680,0.6848502816483842
20,0.36,0.405,0.198,0.09,0.3,1144,1693,1648,0.6848249027237353
29,0.36,0.45,0.162,0.09,0.3,1159,1693,1693,0.6845835794447725
94,0.4,0.405,0.18,0.1,0.25,1139,1693,1635,0.6844951923076923
15,0.36,0.405,0.18,0.11,0.2,1144,1693,1656,0.6831890116452672
107,0.4,0.405,0.198,0.11,0.3,1127,1693,1607,0.6830303030303031
169,0.44,0.405,0.162,0.11,0.25,1132,1693,1623,0.6827503015681544
9,0.36,0.405,0.18,0.09,0.2,1150,1693,1676,0.6826951617690709
104,0.4,0.405,0.198,0.1,0.3,1129,1693,1617,0.6821752265861026
166,0.44,0.405,0.162,0.1,0.25,1133,1693,1629,0.6821192052980132
163,0.44,0.405,0.162,0.09,0.25,1137,1693,1641,0.6820635872825436
12,0.36,0.405,0.18,0.1,0.2,1145,1693,1665,0.6819535437760571
101,0.4,0.405,0.198,0.09,0.3,1133,1693,1630,0.681913933192898
115,0.4,0.45,0.162,0.11,0.25,1143,1693,1660,0.6817775126752162
112,0.4,0.45,0.162,0.1,0.25,1145,1693,1666,0.6817505209883894
109,0.4,0.45,0.162,0.09,0.25,1149,1693,1678,0.681696825867695
25,0.36,0.405,0.198,0.11,0.25,1134,1693,1634,0.6816952209197475
22,0.36,0.405,0.198,0.1,0.25,1135,1693,1640,0.681068106810681
19,0.36,0.405,0.198,0.09,0.25,1139,1693,1652,0.68101644245142
34,0.36,0.45,0.162,0.11,0.25,1148,1693,1679,0.6809015421115066
31,0.36,0.45,0.162,0.1,0.25,1150,1693,1685,0.6808762581409118
28,0.36,0.45,0.162,0.09,0.25,1154,1693,1697,0.6808259587020649
96,0.4,0.405,0.18,0.11,0.2,1133,1693,1637,0.6804804804804805
179,0.44,0.405,0.18,0.11,0.3,1117,1693,1590,0.6804751751446847
44,0.36,0.45,0.18,0.11,0.3,1133,1693,1638,0.6802761933353347
173,0.44,0.405,0.18,0.09,0.3,1124,1693,1612,0.6801815431164902
41,0.36,0.45,0.18,0.1,0.3,1136,1693,1648,0.680035917390003
90,0.4,0.405,0.18,0.09,0.2,1139,1693,1657,0.6799999999999999
176,0.44,0.405,0.18,0.1,0.3,1119,1693,1599,0.6798298906439854
38,0.36,0.45,0.18,0.09,0.3,1140,1693,1661,0.6797853309481215
93,0.4,0.405,0.18,0.1,0.2,1134,1693,1646,0.679245283018868
197,0.44,0.45,0.162,0.11,0.3,1123,1693,1615,0.6789600967351874
194,0.44,0.45,0.162,0.1,0.3,1126,1693,1624,0.6789267410310521
106,0.4,0.405,0.198,0.11,0.25,1123,1693,1616,0.6787549108491991
168,0.44,0.405,0.162,0.11,0.2,1128,1693,1631,0.6787003610108303
191,0.44,0.45,0.162,0.09,0.3,1130,1693,1637,0.6786786786786787
103,0.4,0.405,0.198,0.1,0.25,1124,1693,1622,0.6781297134238311
100,0.4,0.405,0.198,0.09,0.25,1128,1693,1634,0.6780883678990082
24,0.36,0.405,0.198,0.11,0.2,1131,1693,1643,0.6780575539568345
114,0.4,0.45,0.162,0.11,0.2,1139,1693,1668,0.677774471883368
162,0.44,0.405,0.162,0.09,0.2,1133,1693,1651,0.6776315789473684
165,0.44,0.405,0.162,0.1,0.2,1129,1693,1640,0.6774677467746775
125,0.4,0.45,0.18,0.11,0.3,1122,1693,1620,0.677331723513432
33,0.36,0.45,0.162,0.11,0.2,1145,1693,1688,0.6773144040224786
108,0.4,0.45,0.162,0.09,0.2,1145,1693,1688,0.6773144040224786
111,0.4,0.45,0.162,0.1,0.2,1141,1693,1677,0.6771513353115727
122,0.4,0.45,0.18,0.1,0.3,1125,1693,1630,0.6770990069214564
18,0.36,0.405,0.198,0.09,0.2,1136,1693,1663,0.6769964243146603
27,0.36,0.45,0.162,0.09,0.2,1151,1693,1708,0.6768597471331962
119,0.4,0.45,0.18,0.09,0.3,1129,1693,1643,0.6768585131894485
21,0.36,0.405,0.198,0.1,0.2,1132,1693,1652,0.676831091180867
30,0.36,0.45,0.162,0.1,0.2,1147,1693,1697,0.6766961651917404
178,0.44,0.405,0.18,0.11,0.25,1113,1693,1598,0.6763901549680948
172,0.44,0.405,0.18,0.09,0.25,1119,1693,1616,0.6763372620126927
43,0.36,0.45,0.18,0.11,0.25,1129,1693,1647,0.6760479041916168
40,0.36,0.45,0.18,0.1,0.25,1131,1693,1653,0.6760310818888225
37,0.36,0.45,0.18,0.09,0.25,1135,1693,1665,0.6759976176295414
175,0.44,0.405,0.18,0.1,0.25,1114,1693,1604,0.6757658477403701
196,0.44,0.45,0.162,0.11,0.25,1119,1693,1623,0.674909529553679
193,0.44,0.45,0.162,0.1,0.25,1121,1693,1629,0.674894641782059
190,0.44,0.45,0.162,0.09,0.25,1125,1693,1641,0.674865026994601
105,0.4,0.405,0.198,0.11,0.2,1119,1693,1624,0.6747060596924932
53,0.36,0.45,0.198,0.11,0.3,1119,1693,1625,0.674502712477396
50,0.36,0.45,0.198,0.1,0.3,1122,1693,1635,0.6742788461538463
47,0.36,0.45,0.198,0.09,0.3,1126,1693,1648,0.6740496857228375
99,0.4,0.405,0.198,0.09,0.2,1124,1693,1644,0.67365897512736
188,0.44,0.405,0.198,0.11,0.3,1102,1693,1579,0.6735941320293398
102,0.4,0.405,0.198,0.1,0.2,1120,1693,1633,0.6734816596512327
124,0.4,0.45,0.18,0.11,0.25,1118,1693,1629,0.6730885009030705
121,0.4,0.45,0.18,0.1,0.25,1120,1693,1635,0.6730769230769231
118,0.4,0.45,0.18,0.09,0.25,1124,1693,1647,0.6730538922155689
185,0.44,0.405,0.198,0.1,0.3,1104,1693,1588,0.6729655592807071
182,0.44,0.405,0.198,0.09,0.3,1108,1693,1601,0.6727383120825744
42,0.36,0.45,0.18,0.11,0.2,1125,1693,1656,0.6718423409973127
177,0.44,0.405,0.18,0.11,0.2,1108,1693,1606,0.6717187026371627
134,0.4,0.45,0.198,0.11,0.3,1108,1693,1607,0.6715151515151515
36,0.36,0.45,0.18,0.09,0.2,1131,1693,1676,0.6714158504007124
131,0.4,0.45,0.198,0.1,0.3,1111,1693,1617,0.671299093655589
171,0.44,0.405,0.18,0.09,0.2,1114,1693,1626,0.6712865320879784
39,0.36,0.45,0.18,0.1,0.2,1127,1693,1665,0.6712328767123289
128,0.4,0.45,0.198,0.09,0.3,1115,1693,1630,0.6710803490821546
195,0.44,0.45,0.162,0.11,0.2,1115,1693,1631,0.6708784596871238
174,0.44,0.405,0.18,0.1,0.2,1109,1693,1615,0.6704957678355502
189,0.44,0.45,0.162,0.09,0.2,1121,1693,1651,0.6704545454545455
52,0.36,0.45,0.198,0.11,0.25,1115,1693,1634,0.670273519687406
49,0.36,0.45,0.198,0.1,0.25,1117,1693,1640,0.6702670267026702
192,0.44,0.45,0.162,0.1,0.2,1117,1693,1640,0.6702670267026702
46,0.36,0.45,0.198,0.09,0.25,1121,1693,1652,0.670254110612855
206,0.44,0.45,0.18,0.11,0.3,1100,1693,1590,0.6701187937861711
203,0.44,0.45,0.18,0.1,0.3,1103,1693,1599,0.6701093560145808
200,0.44,0.45,0.18,0.09,0.3,1107,1693,1612,0.669894099848714
187,0.44,0.405,0.198,0.11,0.25,1098,1693,1587,0.6695121951219513
184,0.44,0.405,0.198,0.1,0.25,1099,1693,1593,0.6688983566646378
181,0.44,0.405,0.198,0.09,0.25,1103,1693,1605,0.668890236506974
123,0.4,0.45,0.18,0.11,0.2,1113,1693,1637,0.6684684684684685
117,0.4,0.45,0.18,0.09,0.2,1119,1693,1657,0.6680597014925374
120,0.4,0.45,0.18,0.1,0.2,1115,1693,1646,0.6678646301287811
133,0.4,0.45,0.198,0.11,0.25,1104,1693,1616,0.6672710788757933
130,0.4,0.45,0.198,0.1,0.25,1106,1693,1622,0.6672699849170437
127,0.4,0.45,0.198,0.09,0.25,1110,1693,1634,0.6672678088367898
51,0.36,0.45,0.198,0.11,0.2,1111,1693,1643,0.6660671462829736
199,0.44,0.45,0.18,0.09,0.25,1102,1693,1616,0.66606225445754
202,0.44,0.45,0.18,0.1,0.25,1098,1693,1604,0.6660600545950864
205,0.44,0.45,0.18,0.11,0.25,1096,1693,1598,0.6660589486478274
45,0.36,0.45,0.198,0.09,0.2,1117,1693,1663,0.6656734207389748
48,0.36,0.45,0.198,0.1,0.2,1113,1693,1652,0.6654708520179372
186,0.44,0.405,0.198,0.11,0.2,1094,1693,1595,0.6654501216545012
180,0.44,0.405,0.198,0.09,0.2,1099,1693,1615,0.6644498186215235
212,0.44,0.45,0.198,0.1,0.3,1090,1693,1588,0.6644315757391039
215,0.44,0.45,0.198,0.11,0.3,1087,1693,1579,0.6644254278728607
183,0.44,0.405,0.198,0.1,0.2,1095,1693,1604,0.6642402183803457
209,0.44,0.45,0.198,0.09,0.3,1094,1693,1601,0.6642380085003035
132,0.4,0.45,0.198,0.11,0.2,1099,1693,1624,0.6626469701537534
126,0.4,0.45,0.198,0.09,0.2,1105,1693,1644,0.6622715013485166
129,0.4,0.45,0.198,0.1,0.2,1101,1693,1633,0.6620565243535779
204,0.44,0.45,0.18,0.11,0.2,1091,1693,1606,0.6614125492573507
198,0.44,0.45,0.18,0.09,0.2,1097,1693,1626,0.6610424826755047
201,0.44,0.45,0.18,0.1,0.2,1093,1693,1615,0.6608222490931076
208,0.44,0.45,0.198,0.09,0.25,1089,1693,1605,0.6604002425712553
211,0.44,0.45,0.198,0.1,0.25,1085,1693,1593,0.660377358490566
214,0.44,0.45,0.198,0.11,0.25,1083,1693,1587,0.6603658536585365
62,0.36,0.495,0.162,0.11,0.3,1107,1693,1670,0.6583407671721677
143,0.4,0.495,0.162,0.11,0.3,1100,1693,1651,0.6578947368421053
59,0.36,0.495,0.162,0.1,0.3,1108,1693,1680,0.6569819152090128
56,0.36,0.495,0.162,0.09,0.3,1112,1693,1693,0.6568222090962788
140,0.4,0.495,0.162,0.1,0.3,1101,1693,1661,0.6565295169946332
137,0.4,0.495,0.162,0.09,0.3,1105,1693,1674,0.6563706563706564
213,0.44,0.45,0.198,0.11,0.2,1078,1693,1595,0.6557177615571775
207,0.44,0.45,0.198,0.09,0.2,1084,1693,1615,0.6553808948004838
210,0.44,0.45,0.198,0.1,0.2,1080,1693,1604,0.6551410373066424
61,0.36,0.495,0.162,0.11,0.25,1102,1693,1679,0.6536180308422301
71,0.36,0.495,0.18,0.11,0.3,1088,1693,1638,0.6532572800960673
142,0.4,0.495,0.162,0.11,0.25,1095,1693,1660,0.653146436027438
55,0.36,0.495,0.162,0.09,0.25,1106,1693,1697,0.6525073746312684
58,0.36,0.495,0.162,0.1,0.25,1102,1693,1685,0.6524570751924216
224,0.44,0.495,0.162,0.11,0.3,1079,1693,1615,0.6523579201934704
136,0.4,0.495,0.162,0.09,0.25,1099,1693,1678,0.6520320379709285
139,0.4,0.495,0.162,0.1,0.25,1095,1693,1666,0.6519797558797261
68,0.36,0.495,0.18,0.1,0.3,1089,1693,1648,0.6519006285543251
65,0.36,0.495,0.18,0.09,0.3,1093,1693,1661,0.6517590936195586
221,0.44,0.495,0.162,0.1,0.3,1080,1693,1624,0.6511908350919505
218,0.44,0.495,0.162,0.09,0.3,1084,1693,1637,0.6510510510510511
152,0.4,0.495,0.18,0.11,0.3,1076,1693,1620,0.6495623302143072
60,0.36,0.495,0.162,0.11,0.2,1097,1693,1688,0.6489204377403135
141,0.4,0.495,0.162,0.11,0.2,1090,1693,1668,0.648616483189527
70,0.36,0.495,0.18,0.11,0.25,1083,1693,1647,0.648502994011976
149,0.4,0.495,0.18,0.1,0.3,1077,1693,1630,0.6482094492928078
146,0.4,0.495,0.18,0.09,0.3,1081,1693,1643,0.6480815347721822
223,0.44,0.495,0.162,0.11,0.25,1074,1693,1623,0.6477683956574186
54,0.36,0.495,0.162,0.09,0.2,1101,1693,1708,0.6474566304028226
64,0.36,0.495,0.18,0.09,0.25,1087,1693,1665,0.6474091721262656
80,0.36,0.495,0.198,0.11,0.3,1074,1693,1625,0.6473779385171791
67,0.36,0.495,0.18,0.1,0.25,1083,1693,1653,0.6473401075911535
57,0.36,0.495,0.162,0.1,0.2,1097,1693,1697,0.6471976401179941
135,0.4,0.495,0.162,0.09,0.2,1094,1693,1688,0.6471458148476782
138,0.4,0.495,0.162,0.1,0.2,1090,1693,1677,0.6468842729970327
217,0.44,0.495,0.162,0.09,0.25,1078,1693,1641,0.6466706658668265
220,0.44,0.495,0.162,0.1,0.25,1074,1693,1629,0.6465984346779049
77,0.36,0.495,0.198,0.1,0.3,1075,1693,1635,0.6460336538461539
74,0.36,0.495,0.198,0.09,0.3,1079,1693,1648,0.6459143968871596
151,0.4,0.495,0.18,0.11,0.25,1071,1693,1629,0.6447922937989162
145,0.4,0.495,0.18,0.09,0.25,1075,1693,1647,0.6437125748502994
161,0.4,0.495,0.198,0.11,0.3,1062,1693,1607,0.6436363636363637
148,0.4,0.495,0.18,0.1,0.25,1071,1693,1635,0.6436298076923077
222,0.44,0.495,0.162,0.11,0.2,1069,1693,1631,0.6432009626955476
69,0.36,0.495,0.18,0.11,0.2,1077,1693,1656,0.6431770677814274
233,0.44,0.495,0.18,0.11,0.3,1055,1693,1590,0.6427048431312823
79,0.36,0.495,0.198,0.11,0.25,1069,1693,1634,0.6426209798617374
158,0.4,0.495,0.198,0.1,0.3,1063,1693,1617,0.6422960725075529
155,0.4,0.495,0.198,0.09,0.3,1067,1693,1630,0.6421907914535059
216,0.44,0.495,0.162,0.09,0.2,1073,1693,1651,0.6417464114832536
63,0.36,0.495,0.18,0.09,0.2,1081,1693,1676,0.6417334520629266
230,0.44,0.495,0.18,0.1,0.3,1056,1693,1599,0.6415552855407047
73,0.36,0.495,0.198,0.09,0.25,1073,1693,1652,0.6415545590433483
76,0.36,0.495,0.198,0.1,0.25,1069,1693,1640,0.6414641464146414
219,0.44,0.495,0.162,0.1,0.2,1069,1693,1640,0.6414641464146414
66,0.36,0.495,0.18,0.1,0.2,1077,1693,1665,0.64145324597975
227,0.44,0.495,0.18,0.09,0.3,1060,1693,1612,0.6414523449319214
150,0.4,0.495,0.18,0.11,0.2,1065,1693,1637,0.6396396396396395
160,0.4,0.495,0.198,0.11,0.25,1057,1693,1616,0.638863705046842
144,0.4,0.495,0.18,0.09,0.2,1069,1693,1657,0.6382089552238807
232,0.44,0.495,0.18,0.11,0.25,1050,1693,1598,0.6381039197812214
147,0.4,0.495,0.18,0.1,0.2,1065,1693,1646,0.637915543575921
154,0.4,0.495,0.198,0.09,0.25,1061,1693,1634,0.6378118425007513
157,0.4,0.495,0.198,0.1,0.25,1057,1693,1622,0.6377073906485671
78,0.36,0.495,0.198,0.11,0.2,1063,1693,1643,0.6372901678657075
226,0.44,0.495,0.18,0.09,0.25,1054,1693,1616,0.637050468419462
229,0.44,0.495,0.18,0.1,0.25,1050,1693,1604,0.6369426751592356
242,0.44,0.495,0.198,0.11,0.3,1042,1693,1579,0.636919315403423
72,0.36,0.495,0.198,0.09,0.2,1067,1693,1663,0.6358760429082242
239,0.44,0.495,0.198,0.1,0.3,1043,1693,1588,0.6357817738494362
236,0.44,0.495,0.198,0.09,0.3,1047,1693,1601,0.6357012750455373
75,0.36,0.495,0.198,0.1,0.2,1063,1693,1652,0.635575485799701
159,0.4,0.495,0.198,0.11,0.2,1051,1693,1624,0.6337051552607779
231,0.44,0.495,0.18,0.11,0.2,1044,1693,1606,0.6329190663837527
241,0.44,0.495,0.198,0.11,0.25,1037,1693,1587,0.6323170731707316
153,0.4,0.495,0.198,0.09,0.2,1055,1693,1644,0.6323044650884027
156,0.4,0.495,0.198,0.1,0.2,1051,1693,1633,0.6319903788334336
225,0.44,0.495,0.18,0.09,0.2,1048,1693,1626,0.6315155167219042
235,0.44,0.495,0.198,0.09,0.25,1041,1693,1605,0.6312916919345058
228,0.44,0.495,0.18,0.1,0.2,1044,1693,1615,0.6311970979443772
238,0.44,0.495,0.198,0.1,0.25,1037,1693,1593,0.631162507608034
240,0.44,0.495,0.198,0.11,0.2,1031,1693,1595,0.6271289537712895
234,0.44,0.495,0.198,0.09,0.2,1035,1693,1615,0.6257557436517533
237,0.44,0.495,0.198,0.1,0.2,1031,1693,1604,0.6254170457992113
