decoder_candidate,onset_threshold,offset_threshold,min_onset_separation_seconds,min_note_duration_seconds,crepe_confidence_threshold,matches,ref_notes,est_notes,COnPOff_F_micro
14,0.36,0.405,0.18,0.1,0.3,1179,1675,1631,0.7132486388384754
11,0.36,0.405,0.18,0.09,0.3,1181,1675,1645,0.7114457831325302
5,0.36,0.405,0.162,0.1,0.3,1185,1675,1659,0.7108578284343131
13,0.36,0.405,0.18,0.1,0.25,1175,1675,1634,0.7101843457237836
17,0.36,0.405,0.18,0.11,0.3,1168,1675,1615,0.7100303951367782
10,0.36,0.405,0.18,0.09,0.25,1178,1675,1647,0.7092113184828416
2,0.36,0.405,0.162,0.09,0.3,1187,1675,1673,0.7090800477897252
4,0.36,0.405,0.162,0.1,0.25,1181,1675,1662,0.7078213964638896
8,0.36,0.405,0.162,0.11,0.3,1174,1675,1643,0.707655213984328
1,0.36,0.405,0.162,0.09,0.25,1184,1675,1675,0.706865671641791
16,0.36,0.405,0.18,0.11,0.25,1164,1675,1622,0.7060964513193813
12,0.36,0.405,0.18,0.1,0.2,1171,1675,1642,0.7060596924932168
9,0.36,0.405,0.18,0.09,0.2,1175,1675,1655,0.7057057057057057
86,0.4,0.405,0.162,0.1,0.3,1166,1675,1634,0.704744635841644
23,0.36,0.405,0.198,0.1,0.3,1157,1675,1609,0.7046285018270402
7,0.36,0.405,0.162,0.11,0.25,1170,1675,1650,0.7037593984962406
3,0.36,0.405,0.162,0.1,0.2,1177,1675,1670,0.7037369207772796
95,0.4,0.405,0.18,0.1,0.3,1155,1675,1608,0.7036247334754798
0,0.36,0.405,0.162,0.09,0.2,1181,1675,1683,0.703394877903514
83,0.4,0.405,0.162,0.09,0.3,1168,1675,1648,0.7029792356304545
15,0.36,0.405,0.18,0.11,0.2,1162,1675,1631,0.7029643073200241
20,0.36,0.405,0.198,0.09,0.3,1158,1675,1622,0.7024567788898999
92,0.4,0.405,0.18,0.09,0.3,1157,1675,1622,0.7018501668183197
89,0.4,0.405,0.162,0.11,0.3,1156,1675,1620,0.7016691957511381
22,0.36,0.405,0.198,0.1,0.25,1153,1675,1612,0.7015515667782172
26,0.36,0.405,0.198,0.11,0.3,1146,1675,1593,0.7013463892288863
85,0.4,0.405,0.162,0.1,0.25,1161,1675,1637,0.7010869565217391
6,0.36,0.405,0.162,0.11,0.2,1168,1675,1659,0.7006598680263947
98,0.4,0.405,0.18,0.11,0.3,1145,1675,1594,0.7005200367084735
19,0.36,0.405,0.198,0.09,0.25,1155,1675,1624,0.7002121855107608
82,0.4,0.405,0.162,0.09,0.25,1164,1675,1650,0.7001503759398495
94,0.4,0.405,0.18,0.1,0.25,1150,1675,1611,0.699939135727328
91,0.4,0.405,0.18,0.09,0.25,1153,1675,1624,0.6989996968778418
167,0.44,0.405,0.162,0.1,0.3,1145,1675,1602,0.6988098870918523
104,0.4,0.405,0.198,0.1,0.3,1138,1675,1587,0.69773145309626
21,0.36,0.405,0.198,0.1,0.2,1149,1675,1620,0.6974203338391503
25,0.36,0.405,0.198,0.11,0.25,1142,1675,1600,0.6974045801526717
88,0.4,0.405,0.162,0.11,0.25,1151,1675,1626,0.6973644350196909
32,0.36,0.45,0.162,0.1,0.3,1162,1675,1659,0.6970605878824235
164,0.44,0.405,0.162,0.09,0.3,1147,1675,1616,0.6970525676086295
84,0.4,0.405,0.162,0.1,0.2,1157,1675,1645,0.6969879518072288
41,0.36,0.45,0.18,0.1,0.3,1152,1675,1631,0.6969147005444646
18,0.36,0.405,0.198,0.09,0.2,1152,1675,1632,0.6967039612942244
81,0.4,0.405,0.162,0.09,0.2,1161,1675,1658,0.6966696669666966
97,0.4,0.405,0.18,0.11,0.25,1140,1675,1600,0.6961832061068702
170,0.44,0.405,0.162,0.11,0.3,1136,1675,1589,0.696078431372549
29,0.36,0.45,0.162,0.09,0.3,1165,1675,1673,0.6959378733572282
