decoder_candidate,onset_threshold,offset_threshold,min_onset_separation_seconds,min_note_duration_seconds,crepe_confidence_threshold,matches,ref_notes,est_notes,COnPOff_F_micro
93,0.4,0.405,0.18,0.1,0.2,1146,1675,1619,0.6958105646630237
38,0.36,0.45,0.18,0.09,0.3,1155,1675,1645,0.6957831325301204
101,0.4,0.405,0.198,0.09,0.3,1139,1675,1600,0.6955725190839694
90,0.4,0.405,0.18,0.09,0.2,1150,1675,1632,0.6954944058058663
176,0.44,0.405,0.18,0.1,0.3,1131,1675,1579,0.6951444376152427
166,0.44,0.405,0.162,0.1,0.25,1140,1675,1605,0.6951219512195123
107,0.4,0.405,0.198,0.11,0.3,1128,1675,1573,0.6945812807881774
24,0.36,0.405,0.198,0.11,0.2,1140,1675,1609,0.6942752740560293
87,0.4,0.405,0.162,0.11,0.2,1149,1675,1635,0.6942598187311178
163,0.44,0.405,0.162,0.09,0.25,1143,1675,1618,0.6941998177953235
103,0.4,0.405,0.198,0.1,0.25,1133,1675,1590,0.6940275650842266
35,0.36,0.45,0.162,0.11,0.3,1151,1675,1643,0.6937914406268836
44,0.36,0.45,0.18,0.11,0.3,1141,1675,1615,0.6936170212765957
173,0.44,0.405,0.18,0.09,0.3,1133,1675,1593,0.693390452876377
96,0.4,0.405,0.18,0.11,0.2,1138,1675,1609,0.6930572472594396
31,0.36,0.45,0.162,0.1,0.25,1156,1675,1662,0.6928378783338329
100,0.4,0.405,0.198,0.09,0.25,1135,1675,1602,0.692706743973146
40,0.36,0.45,0.18,0.1,0.25,1146,1675,1634,0.6926563916591114
179,0.44,0.405,0.18,0.11,0.3,1122,1675,1566,0.6923788954026535
113,0.4,0.45,0.162,0.1,0.3,1145,1675,1634,0.6920519794499849
28,0.36,0.45,0.162,0.09,0.25,1159,1675,1675,0.6919402985074626
37,0.36,0.45,0.18,0.09,0.25,1149,1675,1647,0.6917519566526189
169,0.44,0.405,0.162,0.11,0.25,1131,1675,1595,0.691743119266055
175,0.44,0.405,0.18,0.1,0.25,1126,1675,1582,0.6914338348173167
165,0.44,0.405,0.162,0.1,0.2,1136,1675,1613,0.6909975669099757
110,0.4,0.45,0.162,0.09,0.3,1148,1675,1648,0.6909419199518508
162,0.44,0.405,0.162,0.09,0.2,1140,1675,1626,0.6906997879430475
172,0.44,0.405,0.18,0.09,0.25,1129,1675,1595,0.690519877675841
106,0.4,0.405,0.198,0.11,0.25,1123,1675,1579,0.6902274124154886
102,0.4,0.405,0.198,0.1,0.2,1129,1675,1598,0.6898869538649557
34,0.36,0.45,0.162,0.11,0.25,1146,1675,1650,0.6893233082706767
99,0.4,0.405,0.198,0.09,0.2,1132,1675,1610,0.689193302891933
43,0.36,0.45,0.18,0.11,0.25,1136,1675,1622,0.689111313315135
122,0.4,0.45,0.18,0.1,0.3,1131,1675,1608,0.6890039597928723
116,0.4,0.45,0.162,0.11,0.3,1135,1675,1620,0.6889226100151745
168,0.44,0.405,0.162,0.11,0.2,1129,1675,1603,0.6888346552776083
30,0.36,0.45,0.162,0.1,0.2,1152,1675,1670,0.6887892376681614
39,0.36,0.45,0.18,0.1,0.2,1142,1675,1642,0.688574012662044
27,0.36,0.45,0.162,0.09,0.2,1156,1675,1683,0.6885050625372245
36,0.36,0.45,0.18,0.09,0.2,1146,1675,1655,0.6882882882882883
178,0.44,0.405,0.18,0.11,0.25,1117,1675,1572,0.6880197105020018
185,0.44,0.405,0.198,0.1,0.3,1112,1675,1558,0.6879059696875967
119,0.4,0.45,0.18,0.09,0.3,1134,1675,1622,0.6878980891719746
50,0.36,0.45,0.198,0.1,0.3,1129,1675,1609,0.6875761266747868
174,0.44,0.405,0.18,0.1,0.2,1122,1675,1590,0.6872894333843799
112,0.4,0.45,0.162,0.1,0.25,1138,1675,1637,0.6871980676328502
105,0.4,0.405,0.198,0.11,0.2,1121,1675,1588,0.6870977627949739
171,0.44,0.405,0.18,0.09,0.2,1126,1675,1603,0.6870042708968884
194,0.44,0.45,0.162,0.1,0.3,1125,1675,1602,0.6866036008544402
109,0.4,0.45,0.162,0.09,0.25,1141,1675,1650,0.6863157894736842
33,0.36,0.45,0.162,0.11,0.2,1144,1675,1659,0.6862627474505099
47,0.36,0.45,0.198,0.09,0.3,1131,1675,1622,0.6860782529572339
42,0.36,0.45,0.18,0.11,0.2,1134,1675,1631,0.6860254083484574
125,0.4,0.45,0.18,0.11,0.3,1121,1675,1594,0.6858366472927501
182,0.44,0.405,0.198,0.09,0.3,1113,1675,1571,0.6857670979667283
191,0.44,0.45,0.162,0.09,0.3,1128,1675,1616,0.6855059252506838
177,0.44,0.405,0.18,0.11,0.2,1115,1675,1580,0.685099846390169
188,0.44,0.405,0.198,0.11,0.3,1103,1675,1545,0.6850931677018633
53,0.36,0.45,0.198,0.11,0.3,1118,1675,1593,0.6842105263157895
184,0.44,0.405,0.198,0.1,0.25,1107,1675,1561,0.684177997527812
121,0.4,0.45,0.18,0.1,0.25,1124,1675,1611,0.6841144248326232
115,0.4,0.45,0.162,0.11,0.25,1129,1675,1626,0.6840351408664042
197,0.44,0.45,0.162,0.11,0.3,1116,1675,1589,0.6838235294117647
49,0.36,0.45,0.198,0.1,0.25,1123,1675,1612,0.6832978399756616
118,0.4,0.45,0.18,0.09,0.25,1127,1675,1624,0.6832373446498939
111,0.4,0.45,0.162,0.1,0.2,1134,1675,1645,0.683132530120482
181,0.44,0.405,0.198,0.09,0.25,1109,1675,1573,0.6828817733990147
108,0.4,0.45,0.162,0.09,0.2,1138,1675,1658,0.6828682868286828
131,0.4,0.45,0.198,0.1,0.3,1113,1675,1587,0.682403433476395
46,0.36,0.45,0.198,0.09,0.25,1125,1675,1624,0.6820248560169748
193,0.44,0.45,0.162,0.1,0.25,1118,1675,1605,0.6817073170731708
114,0.4,0.45,0.162,0.11,0.2,1127,1675,1635,0.6809667673716012
124,0.4,0.45,0.18,0.11,0.25,1115,1675,1600,0.6809160305343511
128,0.4,0.45,0.198,0.09,0.3,1115,1675,1600,0.6809160305343511
190,0.44,0.45,0.162,0.09,0.25,1121,1675,1618,0.6808381415122989
187,0.44,0.405,0.198,0.11,0.25,1098,1675,1551,0.680719156850589
203,0.44,0.45,0.18,0.1,0.3,1107,1675,1579,0.6803933620159803
59,0.36,0.495,0.162,0.1,0.3,1134,1675,1659,0.6802639472105578
183,0.44,0.405,0.198,0.1,0.2,1103,1675,1569,0.6800246609124537
120,0.4,0.45,0.18,0.1,0.2,1120,1675,1619,0.6800242865816638
68,0.36,0.495,0.18,0.1,0.3,1124,1675,1631,0.6799758015728977
117,0.4,0.45,0.18,0.09,0.2,1124,1675,1632,0.6797701844572119
52,0.36,0.45,0.198,0.11,0.25,1113,1675,1600,0.6796946564885497
180,0.44,0.405,0.198,0.09,0.2,1106,1675,1581,0.6793611793611792
200,0.44,0.45,0.18,0.09,0.3,1110,1675,1593,0.6793145654834761
48,0.36,0.45,0.198,0.1,0.2,1119,1675,1620,0.6792109256449167
134,0.4,0.45,0.198,0.11,0.3,1103,1675,1573,0.6791871921182266
196,0.44,0.45,0.162,0.11,0.25,1110,1675,1595,0.6788990825688074
56,0.36,0.495,0.162,0.09,0.3,1136,1675,1673,0.6786140979689367
45,0.36,0.45,0.198,0.09,0.2,1122,1675,1632,0.6785606289688539
65,0.36,0.495,0.18,0.09,0.3,1126,1675,1645,0.6783132530120483
123,0.4,0.45,0.18,0.11,0.2,1113,1675,1609,0.6778319123020706
186,0.44,0.405,0.198,0.11,0.2,1096,1675,1559,0.6777983920841063
192,0.44,0.45,0.162,0.1,0.2,1114,1675,1613,0.6776155717761556
206,0.44,0.45,0.18,0.11,0.3,1098,1675,1566,0.6775686516507251
130,0.4,0.45,0.198,0.1,0.25,1106,1675,1590,0.6774885145482388
189,0.44,0.45,0.162,0.09,0.2,1118,1675,1626,0.6773704937897608
62,0.36,0.495,0.162,0.11,0.3,1123,1675,1643,0.676913803496082
51,0.36,0.45,0.198,0.11,0.2,1111,1675,1609,0.6766138855054812
71,0.36,0.495,0.18,0.11,0.3,1113,1675,1615,0.676595744680851
127,0.4,0.45,0.198,0.09,0.25,1108,1675,1602,0.6762282575526396
195,0.44,0.45,0.162,0.11,0.2,1108,1675,1603,0.6760219646125687
202,0.44,0.45,0.18,0.1,0.25,1100,1675,1582,0.6754682222904514
58,0.36,0.495,0.162,0.1,0.25,1127,1675,1662,0.6754569973029668
67,0.36,0.495,0.18,0.1,0.25,1117,1675,1634,0.6751284375944394
140,0.4,0.495,0.162,0.1,0.3,1117,1675,1634,0.6751284375944394
199,0.44,0.45,0.18,0.09,0.25,1103,1675,1595,0.6746177370030582
133,0.4,0.45,0.198,0.11,0.25,1097,1675,1579,0.6742470805162876
55,0.36,0.495,0.162,0.09,0.25,1129,1675,1675,0.6740298507462686
64,0.36,0.495,0.18,0.09,0.25,1119,1675,1647,0.6736905478627333
137,0.4,0.495,0.162,0.09,0.3,1119,1675,1648,0.6734878122178753
129,0.4,0.45,0.198,0.1,0.2,1102,1675,1598,0.6733883287503819
126,0.4,0.45,0.198,0.09,0.2,1105,1675,1610,0.6727549467275495
205,0.44,0.45,0.18,0.11,0.25,1092,1675,1572,0.6726208808130582
212,0.44,0.45,0.198,0.1,0.3,1087,1675,1558,0.6724404577791525
149,0.4,0.495,0.18,0.1,0.3,1103,1675,1608,0.671946390496497
143,0.4,0.495,0.162,0.11,0.3,1107,1675,1620,0.671927162367223
61,0.36,0.495,0.162,0.11,0.25,1117,1675,1650,0.6718796992481204
70,0.36,0.495,0.18,0.11,0.25,1107,1675,1622,0.6715195632393084
201,0.44,0.45,0.18,0.1,0.2,1096,1675,1590,0.6713629402756507
132,0.4,0.45,0.198,0.11,0.2,1095,1675,1588,0.6711615078148944
198,0.44,0.45,0.18,0.09,0.2,1100,1675,1603,0.6711409395973154
77,0.36,0.495,0.198,0.1,0.3,1102,1675,1609,0.6711327649208282
209,0.44,0.45,0.198,0.09,0.3,1089,1675,1571,0.6709796672828097
57,0.36,0.495,0.162,0.1,0.2,1122,1675,1670,0.6708520179372197
66,0.36,0.495,0.18,0.1,0.2,1112,1675,1642,0.6704853783539343
146,0.4,0.495,0.18,0.09,0.3,1105,1675,1622,0.6703063390961481
54,0.36,0.495,0.162,0.09,0.2,1125,1675,1683,0.6700416914830257
204,0.44,0.45,0.18,0.11,0.2,1090,1675,1580,0.6697388632872504
139,0.4,0.495,0.162,0.1,0.25,1109,1675,1637,0.6696859903381643
63,0.36,0.495,0.18,0.09,0.2,1115,1675,1655,0.6696696696696697
215,0.44,0.45,0.198,0.11,0.3,1078,1675,1545,0.6695652173913044
221,0.44,0.495,0.162,0.1,0.3,1097,1675,1602,0.6695148001220629
74,0.36,0.495,0.198,0.09,0.3,1103,1675,1622,0.6690931149529875
152,0.4,0.495,0.18,0.11,0.3,1093,1675,1594,0.6687060263077395
136,0.4,0.495,0.162,0.09,0.25,1111,1675,1650,0.6682706766917292
60,0.36,0.495,0.162,0.11,0.2,1114,1675,1659,0.6682663467306539
218,0.44,0.495,0.162,0.09,0.3,1099,1675,1616,0.6678821027043451
69,0.36,0.495,0.18,0.11,0.2,1104,1675,1631,0.6678765880217786
80,0.36,0.495,0.198,0.11,0.3,1091,1675,1593,0.667686658506732
211,0.44,0.45,0.198,0.1,0.25,1080,1675,1561,0.6674907292954265
224,0.44,0.495,0.162,0.11,0.3,1088,1675,1589,0.6666666666666667
142,0.4,0.495,0.162,0.11,0.25,1100,1675,1626,0.6664647076643442
148,0.4,0.495,0.18,0.1,0.25,1095,1675,1611,0.6664637857577601
76,0.36,0.495,0.198,0.1,0.25,1095,1675,1612,0.6662610282932765
208,0.44,0.45,0.198,0.09,0.25,1082,1675,1573,0.666256157635468
158,0.4,0.495,0.198,0.1,0.3,1085,1675,1587,0.665236051502146
138,0.4,0.495,0.162,0.1,0.2,1104,1675,1645,0.6650602409638555
145,0.4,0.495,0.18,0.09,0.25,1097,1675,1624,0.6650500151561078
214,0.44,0.45,0.198,0.11,0.25,1072,1675,1551,0.6646001239925604
73,0.36,0.495,0.198,0.09,0.25,1096,1675,1624,0.6644437708396483
135,0.4,0.495,0.162,0.09,0.2,1107,1675,1658,0.6642664266426643
220,0.44,0.495,0.162,0.1,0.25,1089,1675,1605,0.6640243902439024
210,0.44,0.45,0.198,0.1,0.2,1076,1675,1569,0.6633785450061652
151,0.4,0.495,0.18,0.11,0.25,1086,1675,1600,0.6632061068702291
155,0.4,0.495,0.198,0.09,0.3,1086,1675,1600,0.6632061068702291
230,0.44,0.495,0.18,0.1,0.3,1079,1675,1579,0.6631837738168407
141,0.4,0.495,0.162,0.11,0.2,1097,1675,1635,0.6628398791540785
207,0.44,0.45,0.198,0.09,0.2,1079,1675,1581,0.6627764127764129
217,0.44,0.495,0.162,0.09,0.25,1091,1675,1618,0.6626176738536289
79,0.36,0.495,0.198,0.11,0.25,1085,1675,1600,0.6625954198473283
161,0.4,0.495,0.198,0.11,0.3,1075,1675,1573,0.6619458128078818
147,0.4,0.495,0.18,0.1,0.2,1090,1675,1619,0.6618093503339405
213,0.44,0.45,0.198,0.11,0.2,1070,1675,1559,0.6617192331478046
75,0.36,0.495,0.198,0.1,0.2,1090,1675,1620,0.6616084977238239
227,0.44,0.495,0.18,0.09,0.3,1081,1675,1593,0.6615667074663403
223,0.44,0.495,0.162,0.11,0.25,1081,1675,1595,0.6611620795107034
144,0.4,0.495,0.18,0.09,0.2,1093,1675,1632,0.6610220743876626
72,0.36,0.495,0.198,0.09,0.2,1092,1675,1632,0.6604172966434835
233,0.44,0.495,0.18,0.11,0.3,1070,1675,1566,0.660290033940142
157,0.4,0.495,0.198,0.1,0.25,1077,1675,1590,0.6597243491577336
150,0.4,0.495,0.18,0.11,0.2,1083,1675,1609,0.6595615103532277
219,0.44,0.495,0.162,0.1,0.2,1084,1675,1613,0.6593673965936739
78,0.36,0.495,0.198,0.11,0.2,1082,1675,1609,0.6589524969549331
216,0.44,0.495,0.162,0.09,0.2,1087,1675,1626,0.6585883065737655
154,0.4,0.495,0.198,0.09,0.25,1078,1675,1602,0.6579188281965211
222,0.44,0.495,0.162,0.11,0.2,1078,1675,1603,0.6577181208053692
229,0.44,0.495,0.18,0.1,0.25,1071,1675,1582,0.657660423702794
160,0.4,0.495,0.198,0.11,0.25,1068,1675,1579,0.6564228641671789
226,0.44,0.495,0.18,0.09,0.25,1073,1675,1595,0.656269113149847
239,0.44,0.495,0.198,0.1,0.3,1059,1675,1558,0.6551190844416951
156,0.4,0.495,0.198,0.1,0.2,1072,1675,1598,0.6550565230675222
232,0.44,0.495,0.18,0.11,0.25,1063,1675,1572,0.6547582383738836
153,0.4,0.495,0.198,0.09,0.2,1074,1675,1610,0.6538812785388127
236,0.44,0.495,0.198,0.09,0.3,1060,1675,1571,0.6531115218730745
228,0.44,0.495,0.18,0.1,0.2,1066,1675,1590,0.6529862174578868
159,0.4,0.495,0.198,0.11,0.2,1065,1675,1588,0.6527735212994176
225,0.44,0.495,0.18,0.09,0.2,1069,1675,1603,0.6522269676632092
242,0.44,0.495,0.198,0.11,0.3,1050,1675,1545,0.6521739130434783
231,0.44,0.495,0.18,0.11,0.2,1060,1675,1580,0.6513056835637482
238,0.44,0.495,0.198,0.1,0.25,1051,1675,1561,0.6495673671199012
235,0.44,0.495,0.198,0.09,0.25,1052,1675,1573,0.6477832512315271
241,0.44,0.495,0.198,0.11,0.25,1043,1675,1551,0.6466212027278363
237,0.44,0.495,0.198,0.1,0.2,1046,1675,1569,0.6448828606658447
234,0.44,0.495,0.198,0.09,0.2,1048,1675,1581,0.6437346437346437
240,0.44,0.495,0.198,0.11,0.2,1040,1675,1559,0.6431663574520717
