configuration,stem,ref_notes,est_notes,COnPOff_P,COnPOff_R,COnPOff_F,COnP_P,COnP_R,COnP_F,COn_P,COn_R,COn_F,Split,Merged,Spurious
+ spectral flux,child1,119,124,0.6532258064516129,0.680672268907563,0.6666666666666667,0.8467741935483871,0.8823529411764706,0.8641975308641976,0.8467741935483871,0.8823529411764706,0.8641975308641976,0.13445378151260504,0.1092436974789916,0.0
+ spectral flux,child10,87,93,0.6129032258064516,0.6551724137931034,0.6333333333333333,0.7096774193548387,0.7586206896551724,0.7333333333333333,0.7419354838709677,0.7931034482758621,0.7666666666666667,0.2988505747126437,0.3103448275862069,0.022988505747126436
+ spectral flux,child11,72,74,0.8243243243243243,0.8472222222222222,0.8356164383561645,0.8918918918918919,0.9166666666666666,0.9041095890410958,0.9054054054054054,0.9305555555555556,0.9178082191780821,0.2222222222222222,0.2222222222222222,0.041666666666666664
+ spectral flux,child12,89,88,0.5681818181818182,0.5617977528089888,0.5649717514124293,0.7954545454545454,0.7865168539325843,0.7909604519774012,0.8522727272727273,0.8426966292134831,0.8474576271186441,0.29213483146067415,0.3146067415730337,0.033707865168539325
+ spectral flux,child13,62,76,0.5789473684210527,0.7096774193548387,0.6376811594202899,0.7368421052631579,0.9032258064516129,0.8115942028985507,0.7631578947368421,0.9354838709677419,0.8405797101449276,0.3387096774193548,0.1935483870967742,0.04838709677419355
+ spectral flux,child14,161,194,0.4587628865979381,0.5527950310559007,0.5014084507042254,0.6649484536082474,0.8012422360248447,0.7267605633802816,0.6701030927835051,0.8074534161490683,0.732394366197183,0.37888198757763975,0.20496894409937888,0.024844720496894408
+ spectral flux,child2,110,116,0.6293103448275862,0.6636363636363637,0.6460176991150443,0.8017241379310345,0.8454545454545455,0.8230088495575221,0.8103448275862069,0.8545454545454545,0.831858407079646,0.20909090909090908,0.17272727272727273,0.00909090909090909
+ spectral flux,child3,61,61,0.5409836065573771,0.5409836065573771,0.5409836065573771,0.8360655737704918,0.8360655737704918,0.8360655737704918,0.8360655737704918,0.8360655737704918,0.8360655737704918,0.13114754098360656,0.13114754098360656,0.0
+ spectral flux,child4,30,31,0.5161290322580645,0.5333333333333333,0.5245901639344263,0.8064516129032258,0.8333333333333334,0.819672131147541,0.8709677419354839,0.9,0.8852459016393444,0.16666666666666666,0.16666666666666666,0.03333333333333333
+ spectral flux,child5,61,65,0.6307692307692307,0.6721311475409836,0.6507936507936507,0.7538461538461538,0.8032786885245902,0.7777777777777778,0.7692307692307693,0.819672131147541,0.7936507936507937,0.29508196721311475,0.22950819672131148,0.0
+ spectral flux,child6,60,75,0.49333333333333335,0.6166666666666667,0.5481481481481482,0.6666666666666666,0.8333333333333334,0.7407407407407408,0.6666666666666666,0.8333333333333334,0.7407407407407408,0.4,0.2833333333333333,0.06666666666666667
+ spectral flux,child7,60,73,0.4246575342465753,0.5166666666666667,0.46616541353383456,0.6986301369863014,0.85,0.7669172932330827,0.6986301369863014,0.85,0.7669172932330827,0.4166666666666667,0.21666666666666667,0.0
+ spectral flux,child8,87,96,0.5729166666666666,0.632183908045977,0.6010928961748634,0.6666666666666666,0.735632183908046,0.6994535519125683,0.6875,0.7586206896551724,0.7213114754098361,0.3218390804597701,0.25287356321839083,0.04597701149425287
+ spectral flux,child9,61,63,0.6825396825396826,0.7049180327868853,0.6935483870967742,0.8253968253968254,0.8524590163934426,0.8387096774193549,0.8253968253968254,0.8524590163934426,0.8387096774193549,0.2786885245901639,0.2786885245901639,0.03278688524590164
+ spectral flux,q1,28,29,0.3793103448275862,0.39285714285714285,0.3859649122807017,0.6206896551724138,0.6428571428571429,0.6315789473684211,0.7586206896551724,0.7857142857142857,0.7719298245614034,0.32142857142857145,0.35714285714285715,0.07142857142857142
+ spectral flux,q102,62,81,0.5308641975308642,0.6935483870967742,0.6013986013986015,0.654320987654321,0.8548387096774194,0.7412587412587414,0.691358024691358,0.9032258064516129,0.7832167832167831,0.5,0.3548387096774194,0.0
+ spectral flux,q14,27,26,0.6538461538461539,0.6296296296296297,0.6415094339622641,0.8461538461538461,0.8148148148148148,0.830188679245283,0.8846153846153846,0.8518518518518519,0.8679245283018868,0.2962962962962963,0.37037037037037035,0.0
+ spectral flux,q16,29,25,0.8,0.6896551724137931,0.7407407407407408,0.92,0.7931034482758621,0.851851851851852,0.96,0.8275862068965517,0.888888888888889,0.4482758620689655,0.5517241379310345,0.0
+ spectral flux,q18,36,36,0.5277777777777778,0.5277777777777778,0.5277777777777778,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3888888888888889,0.4722222222222222,0.027777777777777776
+ spectral flux,q2,35,27,0.4444444444444444,0.34285714285714286,0.3870967741935484,0.6666666666666666,0.5142857142857142,0.5806451612903226,0.7407407407407407,0.5714285714285714,0.6451612903225806,0.22857142857142856,0.2857142857142857,0.02857142857142857
+ spectral flux,q21,78,89,0.5730337078651685,0.6538461538461539,0.6107784431137724,0.7078651685393258,0.8076923076923077,0.7544910179640719,0.8089887640449438,0.9230769230769231,0.8622754491017964,0.5128205128205128,0.41025641025641024,0.0
+ spectral flux,q22,85,111,0.3063063063063063,0.4,0.3469387755102041,0.5315315315315315,0.6941176470588235,0.6020408163265305,0.6216216216216216,0.8117647058823529,0.7040816326530612,0.49411764705882355,0.36470588235294116,0.023529411764705882
+ spectral flux,q24,49,51,0.35294117647058826,0.3673469387755102,0.36000000000000004,0.6862745098039216,0.7142857142857143,0.7000000000000001,0.7647058823529411,0.7959183673469388,0.7799999999999999,0.2857142857142857,0.22448979591836735,0.04081632653061224
+ spectral flux,q34,35,44,0.3181818181818182,0.4,0.35443037974683544,0.5,0.6285714285714286,0.5569620253164557,0.5909090909090909,0.7428571428571429,0.6582278481012659,0.5428571428571428,0.42857142857142855,0.02857142857142857
+ spectral flux,q56,52,54,0.6666666666666666,0.6923076923076923,0.6792452830188679,0.8518518518518519,0.8846153846153846,0.8679245283018868,0.8888888888888888,0.9230769230769231,0.9056603773584906,0.38461538461538464,0.34615384615384615,0.019230769230769232
+ spectral flux,q58,37,64,0.25,0.43243243243243246,0.31683168316831684,0.34375,0.5945945945945946,0.4356435643564357,0.4375,0.7567567567567568,0.5544554455445544,0.3783783783783784,0.21621621621621623,0.3783783783783784
+ spectral flux,q59,29,34,0.5882352941176471,0.6896551724137931,0.6349206349206349,0.8529411764705882,1.0,0.9206349206349206,0.8529411764705882,1.0,0.9206349206349206,0.3448275862068966,0.2413793103448276,0.0
+ spectral flux,q61,29,40,0.4,0.5517241379310345,0.463768115942029,0.6,0.8275862068965517,0.6956521739130435,0.6,0.8275862068965517,0.6956521739130435,0.4482758620689655,0.27586206896551724,0.06896551724137931
+ spectral flux,q62,32,51,0.3137254901960784,0.5,0.3855421686746988,0.5294117647058824,0.84375,0.6506024096385543,0.5686274509803921,0.90625,0.6987951807228915,0.625,0.15625,0.0
+ spectral flux,q63,34,37,0.4864864864864865,0.5294117647058824,0.5070422535211269,0.8108108108108109,0.8823529411764706,0.8450704225352113,0.8108108108108109,0.8823529411764706,0.8450704225352113,0.17647058823529413,0.14705882352941177,0.029411764705882353
