configuration,stem,ref_notes,est_notes,COnPOff_P,COnPOff_R,COnPOff_F,COnP_P,COnP_R,COnP_F,COn_P,COn_R,COn_F,Split,Merged,Spurious
+ voicing-run / pitch stability,child1,119,121,0.6694214876033058,0.680672268907563,0.675,0.8512396694214877,0.865546218487395,0.8583333333333334,0.859504132231405,0.8739495798319328,0.8666666666666667,0.16806722689075632,0.15126050420168066,0.008403361344537815
+ voicing-run / pitch stability,child10,87,89,0.7191011235955056,0.735632183908046,0.7272727272727273,0.7752808988764045,0.7931034482758621,0.7840909090909092,0.7752808988764045,0.7931034482758621,0.7840909090909092,0.26436781609195403,0.2988505747126437,0.022988505747126436
+ voicing-run / pitch stability,child11,72,72,0.8194444444444444,0.8194444444444444,0.8194444444444444,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9027777777777778,0.9027777777777778,0.9027777777777778,0.16666666666666666,0.19444444444444445,0.041666666666666664
+ voicing-run / pitch stability,child12,89,88,0.6022727272727273,0.5955056179775281,0.5988700564971752,0.7954545454545454,0.7865168539325843,0.7909604519774012,0.8636363636363636,0.8539325842696629,0.8587570621468926,0.24719101123595505,0.30337078651685395,0.033707865168539325
+ voicing-run / pitch stability,child13,62,70,0.6571428571428571,0.7419354838709677,0.6969696969696969,0.7857142857142857,0.8870967741935484,0.8333333333333333,0.8,0.9032258064516129,0.8484848484848486,0.3548387096774194,0.27419354838709675,0.04838709677419355
+ voicing-run / pitch stability,child14,161,172,0.5697674418604651,0.6086956521739131,0.5885885885885885,0.7325581395348837,0.782608695652174,0.7567567567567568,0.7558139534883721,0.8074534161490683,0.7807807807807807,0.32298136645962733,0.2732919254658385,0.018633540372670808
+ voicing-run / pitch stability,child2,110,109,0.6238532110091743,0.6181818181818182,0.6210045662100456,0.8256880733944955,0.8181818181818182,0.821917808219178,0.8256880733944955,0.8181818181818182,0.821917808219178,0.19090909090909092,0.17272727272727273,0.0
+ voicing-run / pitch stability,child3,61,59,0.576271186440678,0.5573770491803278,0.5666666666666667,0.847457627118644,0.819672131147541,0.8333333333333333,0.847457627118644,0.819672131147541,0.8333333333333333,0.09836065573770492,0.13114754098360656,0.0
+ voicing-run / pitch stability,child4,30,30,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.2,0.26666666666666666,0.03333333333333333
+ voicing-run / pitch stability,child5,61,66,0.6212121212121212,0.6721311475409836,0.6456692913385826,0.7272727272727273,0.7868852459016393,0.7559055118110236,0.7424242424242424,0.8032786885245902,0.7716535433070867,0.32786885245901637,0.2459016393442623,0.0
+ voicing-run / pitch stability,child6,60,71,0.5352112676056338,0.6333333333333333,0.5801526717557252,0.6901408450704225,0.8166666666666667,0.748091603053435,0.6901408450704225,0.8166666666666667,0.748091603053435,0.4,0.3333333333333333,0.05
+ voicing-run / pitch stability,child7,60,66,0.5151515151515151,0.5666666666666667,0.5396825396825397,0.696969696969697,0.7666666666666667,0.7301587301587302,0.7272727272727273,0.8,0.761904761904762,0.35,0.21666666666666667,0.0
+ voicing-run / pitch stability,child8,87,93,0.6451612903225806,0.6896551724137931,0.6666666666666667,0.6989247311827957,0.7471264367816092,0.7222222222222223,0.7419354838709677,0.7931034482758621,0.7666666666666667,0.22988505747126436,0.21839080459770116,0.04597701149425287
+ voicing-run / pitch stability,child9,61,62,0.7741935483870968,0.7868852459016393,0.7804878048780488,0.8387096774193549,0.8524590163934426,0.8455284552845529,0.8387096774193549,0.8524590163934426,0.8455284552845529,0.26229508196721313,0.26229508196721313,0.03278688524590164
+ voicing-run / pitch stability,q1,28,32,0.375,0.42857142857142855,0.39999999999999997,0.5625,0.6428571428571429,0.6000000000000001,0.65625,0.75,0.7,0.35714285714285715,0.35714285714285715,0.07142857142857142
+ voicing-run / pitch stability,q102,62,83,0.5421686746987951,0.7258064516129032,0.6206896551724138,0.6746987951807228,0.9032258064516129,0.7724137931034482,0.6987951807228916,0.9354838709677419,0.8000000000000002,0.5,0.3548387096774194,0.016129032258064516
+ voicing-run / pitch stability,q14,27,25,0.64,0.5925925925925926,0.6153846153846153,0.88,0.8148148148148148,0.8461538461538461,0.88,0.8148148148148148,0.8461538461538461,0.25925925925925924,0.25925925925925924,0.0
+ voicing-run / pitch stability,q16,29,26,0.8846153846153846,0.7931034482758621,0.8363636363636363,1.0,0.896551724137931,0.9454545454545454,1.0,0.896551724137931,0.9454545454545454,0.41379310344827586,0.41379310344827586,0.0
+ voicing-run / pitch stability,q18,36,35,0.4,0.3888888888888889,0.39436619718309857,0.5428571428571428,0.5277777777777778,0.5352112676056338,0.6,0.5833333333333334,0.591549295774648,0.4166666666666667,0.5555555555555556,0.0
+ voicing-run / pitch stability,q2,35,27,0.4074074074074074,0.3142857142857143,0.3548387096774193,0.6666666666666666,0.5142857142857142,0.5806451612903226,0.7407407407407407,0.5714285714285714,0.6451612903225806,0.2,0.2857142857142857,0.02857142857142857
+ voicing-run / pitch stability,q21,78,86,0.5465116279069767,0.6025641025641025,0.573170731707317,0.7209302325581395,0.7948717948717948,0.7560975609756098,0.813953488372093,0.8974358974358975,0.8536585365853658,0.5384615384615384,0.47435897435897434,0.0
+ voicing-run / pitch stability,q22,85,103,0.34951456310679613,0.4235294117647059,0.3829787234042553,0.5825242718446602,0.7058823529411765,0.6382978723404256,0.6796116504854369,0.8235294117647058,0.7446808510638298,0.4823529411764706,0.4,0.011764705882352941
+ voicing-run / pitch stability,q24,49,51,0.45098039215686275,0.46938775510204084,0.46,0.7254901960784313,0.7551020408163265,0.74,0.7843137254901961,0.8163265306122449,0.8,0.24489795918367346,0.22448979591836735,0.04081632653061224
+ voicing-run / pitch stability,q34,35,47,0.2765957446808511,0.37142857142857144,0.3170731707317073,0.46808510638297873,0.6285714285714286,0.5365853658536586,0.5531914893617021,0.7428571428571429,0.6341463414634146,0.5714285714285714,0.42857142857142855,0.05714285714285714
+ voicing-run / pitch stability,q56,52,54,0.7222222222222222,0.75,0.7358490566037735,0.8518518518518519,0.8846153846153846,0.8679245283018868,0.8888888888888888,0.9230769230769231,0.9056603773584906,0.34615384615384615,0.3269230769230769,0.019230769230769232
+ voicing-run / pitch stability,q58,37,61,0.22950819672131148,0.3783783783783784,0.28571428571428575,0.36065573770491804,0.5945945945945946,0.44897959183673464,0.4426229508196721,0.7297297297297297,0.5510204081632653,0.35135135135135137,0.1891891891891892,0.3783783783783784
+ voicing-run / pitch stability,q59,29,32,0.59375,0.6551724137931034,0.6229508196721311,0.875,0.9655172413793104,0.9180327868852458,0.875,0.9655172413793104,0.9180327868852458,0.27586206896551724,0.20689655172413793,0.0
+ voicing-run / pitch stability,q61,29,40,0.425,0.5862068965517241,0.4927536231884058,0.6,0.8275862068965517,0.6956521739130435,0.6,0.8275862068965517,0.6956521739130435,0.4827586206896552,0.27586206896551724,0.06896551724137931
+ voicing-run / pitch stability,q62,32,49,0.3469387755102041,0.53125,0.4197530864197531,0.5306122448979592,0.8125,0.6419753086419753,0.5714285714285714,0.875,0.691358024691358,0.59375,0.15625,0.0
+ voicing-run / pitch stability,q63,34,37,0.4594594594594595,0.5,0.47887323943661975,0.7297297297297297,0.7941176470588235,0.7605633802816901,0.7567567567567568,0.8235294117647058,0.7887323943661971,0.20588235294117646,0.17647058823529413,0.029411764705882353
