configuration,stem,ref_notes,est_notes,COnPOff_P,COnPOff_R,COnPOff_F,COnP_P,COnP_R,COnP_F,COn_P,COn_R,COn_F,Split,Merged,Spurious
+ RMS energy,child1,119,128,0.609375,0.6554621848739496,0.6315789473684211,0.765625,0.8235294117647058,0.7935222672064778,0.765625,0.8235294117647058,0.7935222672064778,0.19327731092436976,0.13445378151260504,0.01680672268907563
+ RMS energy,child10,87,87,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.735632183908046,0.735632183908046,0.735632183908046,0.7816091954022989,0.7816091954022989,0.781609195402299,0.3333333333333333,0.3448275862068966,0.022988505747126436
+ RMS energy,child11,72,76,0.6710526315789473,0.7083333333333334,0.6891891891891891,0.7894736842105263,0.8333333333333334,0.8108108108108109,0.8157894736842105,0.8611111111111112,0.8378378378378377,0.2222222222222222,0.2222222222222222,0.041666666666666664
+ RMS energy,child12,89,87,0.5862068965517241,0.5730337078651685,0.5795454545454545,0.735632183908046,0.7191011235955056,0.7272727272727273,0.8045977011494253,0.7865168539325843,0.7954545454545455,0.3258426966292135,0.3146067415730337,0.0449438202247191
+ RMS energy,child13,62,68,0.6470588235294118,0.7096774193548387,0.6769230769230768,0.7647058823529411,0.8387096774193549,0.7999999999999999,0.7647058823529411,0.8387096774193549,0.7999999999999999,0.3709677419354839,0.3387096774193548,0.04838709677419355
+ RMS energy,child14,161,193,0.43005181347150256,0.515527950310559,0.46892655367231634,0.6269430051813472,0.7515527950310559,0.6836158192090396,0.6476683937823834,0.7763975155279503,0.7062146892655367,0.4409937888198758,0.2919254658385093,0.031055900621118012
+ RMS energy,child2,110,120,0.5666666666666667,0.6181818181818182,0.591304347826087,0.75,0.8181818181818182,0.7826086956521738,0.7583333333333333,0.8272727272727273,0.7913043478260869,0.2909090909090909,0.19090909090909092,0.0
+ RMS energy,child3,61,66,0.45454545454545453,0.4918032786885246,0.47244094488188976,0.7121212121212122,0.7704918032786885,0.7401574803149605,0.7121212121212122,0.7704918032786885,0.7401574803149605,0.29508196721311475,0.2459016393442623,0.0
+ RMS energy,child4,30,32,0.375,0.4,0.38709677419354843,0.6875,0.7333333333333333,0.7096774193548386,0.75,0.8,0.7741935483870969,0.26666666666666666,0.23333333333333334,0.03333333333333333
+ RMS energy,child5,61,70,0.5,0.5737704918032787,0.5343511450381679,0.7285714285714285,0.8360655737704918,0.7786259541984734,0.7571428571428571,0.8688524590163934,0.8091603053435115,0.32786885245901637,0.21311475409836064,0.0
+ RMS energy,child6,60,70,0.45714285714285713,0.5333333333333333,0.4923076923076923,0.6428571428571429,0.75,0.6923076923076924,0.6571428571428571,0.7666666666666667,0.7076923076923077,0.35,0.26666666666666666,0.06666666666666667
+ RMS energy,child7,60,74,0.4189189189189189,0.5166666666666667,0.46268656716417905,0.6351351351351351,0.7833333333333333,0.7014925373134329,0.6621621621621622,0.8166666666666667,0.7313432835820896,0.4666666666666667,0.26666666666666666,0.0
+ RMS energy,child8,87,90,0.6222222222222222,0.6436781609195402,0.6327683615819208,0.7,0.7241379310344828,0.711864406779661,0.7111111111111111,0.735632183908046,0.7231638418079096,0.2988505747126437,0.3103448275862069,0.04597701149425287
+ RMS energy,child9,61,63,0.6349206349206349,0.6557377049180327,0.6451612903225806,0.8095238095238095,0.8360655737704918,0.8225806451612904,0.8095238095238095,0.8360655737704918,0.8225806451612904,0.29508196721311475,0.32786885245901637,0.03278688524590164
+ RMS energy,q1,28,30,0.4,0.42857142857142855,0.4137931034482759,0.5333333333333333,0.5714285714285714,0.5517241379310344,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.39285714285714285,0.39285714285714285,0.07142857142857142
+ RMS energy,q102,62,89,0.449438202247191,0.6451612903225806,0.5298013245033112,0.5842696629213483,0.8387096774193549,0.6887417218543046,0.6067415730337079,0.8709677419354839,0.7152317880794702,0.5161290322580645,0.4032258064516129,0.016129032258064516
+ RMS energy,q14,27,22,0.45454545454545453,0.37037037037037035,0.40816326530612246,0.7272727272727273,0.5925925925925926,0.6530612244897959,0.7727272727272727,0.6296296296296297,0.6938775510204083,0.18518518518518517,0.3333333333333333,0.0
+ RMS energy,q16,29,19,0.5263157894736842,0.3448275862068966,0.4166666666666667,0.7894736842105263,0.5172413793103449,0.625,0.9473684210526315,0.6206896551724138,0.75,0.3103448275862069,0.3103448275862069,0.0
+ RMS energy,q18,36,29,0.3793103448275862,0.3055555555555556,0.3384615384615385,0.41379310344827586,0.3333333333333333,0.36923076923076925,0.5862068965517241,0.4722222222222222,0.523076923076923,0.2777777777777778,0.4166666666666667,0.0
+ RMS energy,q2,35,26,0.5,0.37142857142857144,0.42622950819672134,0.6923076923076923,0.5142857142857142,0.5901639344262295,0.7692307692307693,0.5714285714285714,0.6557377049180327,0.22857142857142856,0.3142857142857143,0.02857142857142857
+ RMS energy,q21,78,88,0.4090909090909091,0.46153846153846156,0.4337349397590362,0.5795454545454546,0.6538461538461539,0.6144578313253013,0.6931818181818182,0.782051282051282,0.7349397590361446,0.5,0.4230769230769231,0.01282051282051282
+ RMS energy,q22,85,105,0.38095238095238093,0.47058823529411764,0.42105263157894735,0.5904761904761905,0.7294117647058823,0.6526315789473685,0.6476190476190476,0.8,0.7157894736842105,0.4588235294117647,0.35294117647058826,0.023529411764705882
+ RMS energy,q24,49,51,0.35294117647058826,0.3673469387755102,0.36000000000000004,0.6274509803921569,0.6530612244897959,0.64,0.7254901960784313,0.7551020408163265,0.74,0.24489795918367346,0.24489795918367346,0.04081632653061224
+ RMS energy,q34,35,45,0.24444444444444444,0.3142857142857143,0.27499999999999997,0.37777777777777777,0.4857142857142857,0.425,0.4,0.5142857142857142,0.45,0.5428571428571428,0.37142857142857144,0.05714285714285714
+ RMS energy,q56,52,41,0.34146341463414637,0.2692307692307692,0.3010752688172043,0.5853658536585366,0.46153846153846156,0.5161290322580645,0.6341463414634146,0.5,0.5591397849462365,0.34615384615384615,0.3076923076923077,0.019230769230769232
+ RMS energy,q58,37,61,0.2786885245901639,0.4594594594594595,0.3469387755102041,0.36065573770491804,0.5945945945945946,0.44897959183673464,0.4426229508196721,0.7297297297297297,0.5510204081632653,0.43243243243243246,0.24324324324324326,0.3783783783783784
+ RMS energy,q59,29,33,0.45454545454545453,0.5172413793103449,0.4838709677419355,0.6666666666666666,0.7586206896551724,0.7096774193548386,0.6666666666666666,0.7586206896551724,0.7096774193548386,0.2413793103448276,0.2413793103448276,0.0
+ RMS energy,q61,29,42,0.35714285714285715,0.5172413793103449,0.4225352112676057,0.5952380952380952,0.8620689655172413,0.7042253521126761,0.5952380952380952,0.8620689655172413,0.7042253521126761,0.4482758620689655,0.27586206896551724,0.06896551724137931
+ RMS energy,q62,32,54,0.2962962962962963,0.5,0.37209302325581395,0.5,0.84375,0.627906976744186,0.5185185185185185,0.875,0.6511627906976744,0.78125,0.28125,0.0
+ RMS energy,q63,34,39,0.3333333333333333,0.38235294117647056,0.35616438356164387,0.5384615384615384,0.6176470588235294,0.5753424657534247,0.5641025641025641,0.6470588235294118,0.6027397260273972,0.3235294117647059,0.3235294117647059,0.058823529411764705
+ RMS energy,q73,39,51,0.45098039215686275,0.5897435897435898,0.5111111111111111,0.6078431372549019,0.7948717948717948,0.6888888888888889,0.6666666666666666,0.8717948717948718,0.7555555555555555,0.3333333333333333,0.15384615384615385,0.0
+ RMS energy,q8,56,66,0.2727272727272727,0.32142857142857145,0.2950819672131148,0.5757575757575758,0.6785714285714286,0.6229508196721312,0.6818181818181818,0.8035714285714286,0.7377049180327868,0.32142857142857145,0.26785714285714285,0.125
+ RMS energy,q80,56,53,0.4716981132075472,0.44642857142857145,0.45871559633027525,0.6981132075471698,0.6607142857142857,0.6788990825688073,0.8113207547169812,0.7678571428571429,0.7889908256880735,0.25,0.19642857142857142,0.0
+ RMS energy,q85,23,26,0.46153846153846156,0.5217391304347826,0.4897959183673469,0.5384615384615384,0.6086956521739131,0.5714285714285715,0.6538461538461539,0.7391304347826086,0.693877551020408,0.4782608695652174,0.34782608695652173,0.043478260869565216
