stem,confidence_threshold,profile_cosine_similarity,jensen_shannon_distance,dominant_pitch_class_match,symbolic_dominant_pitch_class,audio_dominant_pitch_class,symbolic_template_label,audio_template_label,descriptive_exact_label_agreement,descriptive_tonic_agreement,descriptive_mode_agreement,symbolic_pc_0,symbolic_pc_1,symbolic_pc_2,symbolic_pc_3,symbolic_pc_4,symbolic_pc_5,symbolic_pc_6,symbolic_pc_7,symbolic_pc_8,symbolic_pc_9,symbolic_pc_10,symbolic_pc_11,audio_pc_0,audio_pc_1,audio_pc_2,audio_pc_3,audio_pc_4,audio_pc_5,audio_pc_6,audio_pc_7,audio_pc_8,audio_pc_9,audio_pc_10,audio_pc_11
q56,0.3,0.970055982599802,0.1518192525442381,True,3,3,Bb minor,Eb major,False,False,False,0.0119018702939033,0.111246052951178,0.0533560035624646,0.1656546028661646,0.1128653550319811,0.1211237956440776,0.0620192696947614,0.0173265322645939,0.1169136102339891,0.0654198040644483,0.1449275362318839,0.0172455671605537,0.0195193409005711,0.0762485758530416,0.0854848629610346,0.1607454471912094,0.1043811449355771,0.105450062001672,0.0765914266578747,0.0638491645693058,0.1247861126006597,0.0294507013058113,0.1286589968152198,0.0248341642080226
q58,0.3,0.9430454407437696,0.1986940328662224,False,3,2,Ab major,Ab major,True,True,True,0.035747475373273,0.2121925531255808,0.1400161080478288,0.2274951985626662,0.0,0.0195155194845424,0.0275075893686884,0.0622018462300972,0.1765689858125271,0.0,0.0516696611114551,0.0470850628833406,0.0645146414042261,0.1774460561029198,0.2283659515183857,0.1578314596349586,0.0156092447581153,0.0129364124748937,0.0324858337414104,0.0430776353893735,0.1441832162839519,0.0187612802527796,0.0348888247619768,0.0698994436770081
q59,0.3,0.9840049628818184,0.2107928194368397,True,11,11,B minor,B minor,True,True,True,0.1710037174721189,0.091078066914498,0.1198884758364313,0.0,0.0839219330855018,0.0,0.0,0.0803903345724906,0.0,0.0590148698884759,0.0516728624535315,0.3430297397769516,0.1593814182688863,0.0723372748030166,0.1070191536259036,0.0165044826303627,0.0506954984614943,0.0170790904745672,0.0288847887772195,0.0388719924160121,0.0017538876034794,0.0857226064563912,0.069952178069984,0.3517976284126825
q61,0.3,0.9074168586532017,0.2747245715793114,False,5,9,F major,A minor,False,False,False,0.1360373295046661,0.0907214644651831,0.0,0.1294867193108398,0.06137832017229,0.2030689160086145,0.084529791816224,0.0,0.0421751615218951,0.1739949748743719,0.0179468772433595,0.0606604450825556,0.1197566187826447,0.0570172556956522,0.0777112149869683,0.1026650863913224,0.1379188372244336,0.1228489343415431,0.0644011750320448,0.0126871261120159,0.0409045107976198,0.1391928157953309,0.0463621689008628,0.078534255939561
q62,0.3,0.985128388031012,0.1969602178818961,True,5,5,F minor,F minor,True,True,True,0.0741020603496044,0.0982822024079392,0.0,0.1123369099793459,0.0195959901264419,0.309405067754773,0.1258878645912047,0.0434235051130925,0.1314291471462394,0.0,0.0855372525313584,0.0,0.0443871449859598,0.0961796479261971,0.0197466873320413,0.1140730030362209,0.0255408227372923,0.2597947412304026,0.1237551688063011,0.0702777166932518,0.139160115330258,0.020996896995455,0.0651753521856876,0.0209127027409322
q63,0.3,0.9729195879663104,0.1208591765250011,True,6,6,F# minor,F# minor,True,True,True,0.0418512157642591,0.0684262858175902,0.0607430172647564,0.0686974600018078,0.1132604176082436,0.0348006869746,0.2701798788755309,0.1337792642140467,0.1418240983458376,0.0230498056585013,0.0248576335532856,0.0185302359215402,0.0482829598797246,0.059147282547833,0.048786729854178,0.0673003938723278,0.1352869795035831,0.0860211494661609,0.2044301251642433,0.121516512799127,0.1432003737971744,0.0305662761751931,0.0251297986586935,0.0303314182817606
q73,0.3,0.9468566730291748,0.2474585582317542,True,7,7,G minor,G minor,True,True,True,0.1350015211439003,0.019850927897779,0.017493154852449,0.0463948889564952,0.0577274110130817,0.1359902646790386,0.1074688165500457,0.3123668999087312,0.0550654091877092,0.0,0.1126407058107697,0.0,0.0701659447284062,0.0545553227007546,0.027497917518114,0.0651617760675886,0.1038801117250795,0.1095670517360108,0.1284847885417193,0.2274140597777333,0.0576376574401777,0.022450571860816,0.0890231990959921,0.0441615988076072
q8,0.3,0.9772895327001012,0.155419275155442,True,7,7,G minor,G minor,True,True,True,0.1264381040036816,0.0364127933732167,0.0520593649332719,0.1271283939254488,0.0340543028071789,0.0,0.0467671421997238,0.1956396686608373,0.0449263690750114,0.0673607915324437,0.1439829728485965,0.1252300966405888,0.1353506807913277,0.0208746948548616,0.1039923609889899,0.1271616859499873,0.0096827564906671,0.0159364844123986,0.0627638874517358,0.1748616959039381,0.0516576167708121,0.0544780146515217,0.143762546899747,0.0994775748340124
q80,0.3,0.9922206865103268,0.1302547701956494,False,4,5,D minor,D minor,True,True,True,0.064569288389513,0.0389138576779025,0.1571910112359553,0.0287265917602996,0.2319475655430712,0.227003745318352,0.0376029962546816,0.1088764044943818,0.023183520599251,0.0605617977528088,0.0214232209737825,0.0,0.0512090805265325,0.0652677289008613,0.1474642281236654,0.0311305809222114,0.222261281280051,0.228583116549955,0.0375650864731072,0.1085588395531096,0.0413121838821706,0.0348514854572508,0.0141520407412422,0.0176443475898425
q85,0.3,0.9684922587764788,0.2594918439221468,True,7,7,G major,G major,True,True,True,0.0908990011098777,0.0,0.0990566037735848,0.0,0.1544950055493895,0.0,0.0911209766925639,0.3453940066592674,0.0159822419533851,0.0937291897891231,0.0,0.109322974472808,0.0822625937922224,0.0112779787038524,0.0842734837226907,0.0053524211844686,0.1109389865032176,0.0488134371366878,0.0756087734979986,0.2780549069932271,0.0793765611323271,0.1052272696043524,0.0223513261697236,0.096462261559231
q86,0.3,0.995562623811044,0.1174582219879033,False,1,9,A major,A major,True,True,True,0.0396146133907176,0.3008265271188927,0.0173130532596469,0.0129603364796792,0.0571232943708124,0.0177532156306548,0.0321807600136939,0.0,0.0751210446520271,0.2843448916711499,0.0340392233579497,0.1287230400547756,0.0549545610913648,0.2766662105191655,0.0208044293599896,0.0214052100952797,0.0449004471084291,0.0119571240830178,0.0348900002632661,0.0174533728735103,0.0550016262827679,0.280868554929239,0.0472971914864689,0.1338012719075007
q87,0.3,0.9751238399606236,0.1538993673117852,False,10,8,C# major,C# major,True,True,True,0.010630810830833,0.1730562655109829,0.0455976589991479,0.0926769641071233,0.0346705189465494,0.154832018372412,0.0178167944586434,0.0075193540022965,0.2011334592732525,0.0158536133644479,0.2319516983368521,0.0142608437974587,0.018964834574426,0.1637325606436014,0.0462406757335396,0.0965878547668038,0.0421269234000175,0.1166609706814692,0.0348892424632969,0.0141158251415428,0.2036572127987927,0.060628127296069,0.1658195085465339,0.0365762639539067
q9,0.3,0.9896232461757248,0.20909592540907,False,3,2,Bb major,Bb major,True,True,True,0.1387845811939613,0.0,0.2364932178711007,0.2585638746264083,0.0,0.1889033642424707,0.0,0.0642194804199556,0.0,0.0203080695838761,0.092727412062227,0.0,0.1322200263505463,0.0185290694625382,0.2487072428324681,0.218502177382616,0.02218149987065,0.1709048079767008,0.009505401827595,0.0457088147104639,0.0,0.0215767884789819,0.0811929130483657,0.0309712580590737
q96,0.3,0.9890016117880026,0.1986030353830887,True,11,11,B major,B major,True,True,True,0.017707684858546,0.2474925641557722,0.0,0.0960780244864079,0.0740125890572042,0.0,0.1961679463235803,0.0341702981254754,0.0,0.0,0.0,0.3343708929930137,0.0522674691516692,0.2254882141042317,0.0213784635475211,0.0999292423077948,0.0705500463531779,0.0173486018226222,0.1386654790186209,0.0368617879105444,0.0061907455325098,0.0036407393893987,0.0090974414809762,0.3185817693809326
