stem,ref_notes,est_notes,COnPOff_P,COnPOff_R,COnPOff_F,COnP_P,COnP_R,COnP_F,COn_P,COn_R,COn_F,Split,Merged,Spurious
F02_0167_0002_1_D,17,18,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.058823529411764705,0.05714285714285714,0.5882352941176471,0.6470588235294118,0.0
F02_0167_0002_2_D,17,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7058823529411765,0.7058823529411765,0.0
F02_0190_0001_2,21,25,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.14285714285714285,0.13043478260869565,0.7142857142857143,0.6666666666666666,0.0
F02_0195_0001_1_D,27,27,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7037037037037037,0.6666666666666666,0.0
F02_0195_0001_2_D,27,27,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.37037037037037035,0.3333333333333333,0.0
F02_0195_0002_1_D,25,25,0.04,0.04,0.04,0.24,0.24,0.24,0.72,0.72,0.72,0.68,0.64,0.0
F02_0195_0002_2_D,25,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.72,0.0
F02_0208_0001_1_D,20,21,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.2,0.1951219512195122,0.45,0.55,0.0
F02_0208_0001_2_D,20,22,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.15,0.14285714285714282,0.5,0.55,0.0
F02_0208_0002_1_D,13,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.6923076923076923,0.0
F02_0208_0002_2_D,13,15,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.07692307692307693,0.07142857142857144,0.6153846153846154,0.6153846153846154,0.0
F02_0221_0001_1_D,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0
F02_0221_0001_2_D,20,24,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.2,0.1818181818181818,0.6,0.6,0.05
F02_0221_0002_1_D,23,27,0.037037037037037035,0.043478260869565216,0.039999999999999994,0.1111111111111111,0.13043478260869565,0.12,0.4444444444444444,0.5217391304347826,0.48,0.5217391304347826,0.4782608695652174,0.0
F02_0221_0002_2_D,23,24,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08695652173913043,0.0851063829787234,0.6521739130434783,0.6521739130434783,0.0
F02_0233_0001_1_D,20,19,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.15,0.15384615384615385,0.4,0.3,0.0
F02_0233_0001_2_D,20,21,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.15,0.14634146341463414,0.5,0.4,0.0
F02_0265_0001_1_D,29,33,0.0,0.0,0.0,0.0,0.0,0.0,0.3939393939393939,0.4482758620689655,0.41935483870967744,0.4482758620689655,0.41379310344827586,0.0
F02_0265_0001_2_D,29,34,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.3448275862068966,0.31746031746031744,0.6206896551724138,0.5517241379310345,0.034482758620689655
F02_0265_0002_1_D,37,42,0.023809523809523808,0.02702702702702703,0.02531645569620253,0.11904761904761904,0.13513513513513514,0.12658227848101267,0.47619047619047616,0.5405405405405406,0.5063291139240507,0.5135135135135135,0.32432432432432434,0.02702702702702703
F02_0265_0002_2_D,37,42,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.16216216216216217,0.1518987341772152,0.5945945945945946,0.6216216216216216,0.02702702702702703
F02_0329_0001_1,18,16,0.125,0.1111111111111111,0.11764705882352941,0.125,0.1111111111111111,0.11764705882352941,0.25,0.2222222222222222,0.23529411764705882,0.4444444444444444,0.5,0.0
F02_0329_0001_2,18,19,0.05263157894736842,0.05555555555555555,0.05405405405405406,0.10526315789473684,0.1111111111111111,0.10810810810810811,0.2631578947368421,0.2777777777777778,0.27027027027027023,0.5,0.4444444444444444,0.0
F02_0329_0002_1,21,23,0.08695652173913043,0.09523809523809523,0.0909090909090909,0.08695652173913043,0.09523809523809523,0.0909090909090909,0.43478260869565216,0.47619047619047616,0.4545454545454545,0.3333333333333333,0.23809523809523808,0.09523809523809523
F02_0347_0001_1_D,30,30,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.6666666666666666,0.5666666666666667,0.0
F02_0347_0002_1_D,37,38,0.07894736842105263,0.08108108108108109,0.08,0.10526315789473684,0.10810810810810811,0.10666666666666667,0.2894736842105263,0.2972972972972973,0.29333333333333333,0.40540540540540543,0.35135135135135137,0.05405405405405406
F02_0347_0002_2_D,37,40,0.075,0.08108108108108109,0.07792207792207792,0.075,0.08108108108108109,0.07792207792207792,0.3,0.32432432432432434,0.3116883116883117,0.4864864864864865,0.35135135135135137,0.02702702702702703
F02_0353_0001_1_D,24,25,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.125,0.12244897959183673,0.5833333333333334,0.625,0.0
F02_0353_0001_2_D,24,27,0.037037037037037035,0.041666666666666664,0.03921568627450981,0.037037037037037035,0.041666666666666664,0.03921568627450981,0.07407407407407407,0.08333333333333333,0.07843137254901962,0.5833333333333334,0.5416666666666666,0.0
F02_0353_0002_1_D,26,27,0.0,0.0,0.0,0.037037037037037035,0.038461538461538464,0.03773584905660377,0.18518518518518517,0.19230769230769232,0.18867924528301885,0.5,0.5,0.0
F02_0353_0002_2_D,26,28,0.03571428571428571,0.038461538461538464,0.03703703703703704,0.07142857142857142,0.07692307692307693,0.07407407407407408,0.39285714285714285,0.4230769230769231,0.4074074074074074,0.46153846153846156,0.5,0.038461538461538464
F02_0355_0001_1_D,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6111111111111112,0.5555555555555556,0.0
F02_0355_0001_2_D,18,17,0.0,0.0,0.0,0.058823529411764705,0.05555555555555555,0.05714285714285714,0.35294117647058826,0.3333333333333333,0.34285714285714286,0.4444444444444444,0.4444444444444444,0.0
F02_0355_0002_1_D,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6111111111111112,0.5,0.0
F02_0355_0002_2_D,18,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6111111111111112,0.5555555555555556,0.0
F02_0362_0001_1_D,39,41,0.0,0.0,0.0,0.024390243902439025,0.02564102564102564,0.025,0.4878048780487805,0.5128205128205128,0.5,0.4358974358974359,0.41025641025641024,0.0
F02_0362_0001_2_D,39,43,0.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.05128205128205128,0.04878048780487805,0.6923076923076923,0.6923076923076923,0.0
F02_0362_0002_1_D,38,41,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.05263157894736842,0.05063291139240506,0.5526315789473685,0.6578947368421053,0.0
F02_0362_0002_2_D,38,44,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.02631578947368421,0.024390243902439025,0.631578947368421,0.6052631578947368,0.0
F03_0024_0001_1,18,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,0.0
F03_0024_0003_1_D,18,18,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.8333333333333334,0.8333333333333334,0.0
F03_0036_0001_2,24,22,0.0,0.0,0.0,0.36363636363636365,0.3333333333333333,0.34782608695652173,0.6818181818181818,0.625,0.6521739130434783,0.7083333333333334,0.7083333333333334,0.0
F03_0036_0002_1,24,24,0.0,0.0,0.0,0.25,0.25,0.25,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.75,0.7083333333333334,0.0
F03_0036_0002_2,24,23,0.13043478260869565,0.125,0.1276595744680851,0.4782608695652174,0.4583333333333333,0.4680851063829787,0.782608695652174,0.75,0.7659574468085107,0.4166666666666667,0.4166666666666667,0.0
F03_0047_0001_1_D,43,40,0.025,0.023255813953488372,0.024096385542168672,0.075,0.06976744186046512,0.07228915662650602,0.125,0.11627906976744186,0.12048192771084337,0.7209302325581395,0.7441860465116279,0.0
F03_0052_0001_1,22,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8636363636363636,0.8636363636363636,0.0
F03_0052_0001_2,22,32,0.0,0.0,0.0,0.03125,0.045454545454545456,0.037037037037037035,0.0625,0.09090909090909091,0.07407407407407407,0.9545454545454546,0.8636363636363636,0.0
F03_0052_0002_2,22,31,0.0,0.0,0.0,0.06451612903225806,0.09090909090909091,0.07547169811320754,0.12903225806451613,0.18181818181818182,0.1509433962264151,0.9090909090909091,0.8181818181818182,0.0
F03_0095_0001_1_D,44,42,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.045454545454545456,0.046511627906976744,0.8863636363636364,0.9090909090909091,0.0
F03_0095_0001_2_D,44,45,0.0,0.0,0.0,0.022222222222222223,0.022727272727272728,0.02247191011235955,0.022222222222222223,0.022727272727272728,0.02247191011235955,0.9318181818181818,0.9318181818181818,0.0
F03_0095_0002_1_D,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.9545454545454546,0.9090909090909091,0.0
F03_0095_0002_2_D,22,22,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.8181818181818182,0.7727272727272727,0.0
F03_0095_0003_1_D,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9545454545454546,0.9545454545454546,0.0
F03_0095_0003_2_D,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.9545454545454546,0.9090909090909091,0.0
F03_0126_0003_1_D,26,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.8461538461538461,0.0
F03_0126_0003_2_D,26,26,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.8846153846153846,0.8846153846153846,0.0
F03_0167_0001_1_D,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.8947368421052632,0.0
F03_0167_0001_2_D,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.8947368421052632,0.0
F03_0167_0002_1_D,17,18,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.058823529411764705,0.05714285714285714,0.8823529411764706,0.8823529411764706,0.0
F03_0167_0002_2_D,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.8823529411764706,0.8823529411764706,0.0
F03_0195_0001_1_D,27,27,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.9629629629629629,0.9259259259259259,0.0
F03_0195_0001_2_D,27,27,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.9629629629629629,0.9629629629629629,0.0
F03_0195_0002_1_D,25,25,0.0,0.0,0.0,0.04,0.04,0.04,0.08,0.08,0.08,0.92,0.88,0.0
F03_0195_0002_2_D,25,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.0
F03_0221_0001_2_D,20,18,0.0,0.0,0.0,0.05555555555555555,0.05,0.052631578947368425,0.05555555555555555,0.05,0.052631578947368425,0.75,0.75,0.0
F03_0221_0002_1_D,23,22,0.0,0.0,0.0,0.045454545454545456,0.043478260869565216,0.04444444444444444,0.09090909090909091,0.08695652173913043,0.08888888888888888,0.8260869565217391,0.8695652173913043,0.0
F03_0221_0002_2_D,23,23,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.8695652173913043,0.8695652173913043,0.0
F03_0233_0001_1_D,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4000000000000001,0.7,0.65,0.0
F03_0233_0001_2_D,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.7,0.7,0.0
F03_0265_0001_1_D,29,30,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06896551724137931,0.06779661016949153,0.896551724137931,0.896551724137931,0.0
F03_0265_0001_2_D,29,29,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.896551724137931,0.896551724137931,0.0
F03_0265_0002_1_D,37,37,0.0,0.0,0.0,0.0,0.0,0.0,0.21621621621621623,0.21621621621621623,0.21621621621621623,0.8648648648648649,0.8648648648648649,0.0
F03_0265_0002_2_D,37,35,0.0,0.0,0.0,0.02857142857142857,0.02702702702702703,0.02777777777777778,0.2,0.1891891891891892,0.19444444444444445,0.7837837837837838,0.8108108108108109,0.0
F03_0329_0002_1,21,23,0.0,0.0,0.0,0.043478260869565216,0.047619047619047616,0.04545454545454545,0.30434782608695654,0.3333333333333333,0.31818181818181823,0.6666666666666666,0.5714285714285714,0.047619047619047616
F03_0347_0001_1_D,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.9,0.9,0.0
F03_0347_0001_2_D,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.9,0.9,0.0
F03_0347_0002_1_D,37,35,0.02857142857142857,0.02702702702702703,0.02777777777777778,0.02857142857142857,0.02702702702702703,0.02777777777777778,0.11428571428571428,0.10810810810810811,0.11111111111111112,0.6756756756756757,0.6756756756756757,0.0
F03_0347_0002_2_D,37,34,0.0,0.0,0.0,0.029411764705882353,0.02702702702702703,0.028169014084507043,0.08823529411764706,0.08108108108108109,0.08450704225352113,0.6756756756756757,0.7027027027027027,0.0
F03_0353_0001_1_D,24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.875,0.8333333333333334,0.0
F03_0353_0001_2_D,24,24,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.125,0.125,0.125,0.8333333333333334,0.8333333333333334,0.0
F03_0353_0002_1_D,26,27,0.0,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.15384615384615385,0.1509433962264151,0.7692307692307693,0.7307692307692307,0.0
F03_0353_0002_2_D,26,29,0.0,0.0,0.0,0.06896551724137931,0.07692307692307693,0.07272727272727274,0.20689655172413793,0.23076923076923078,0.21818181818181817,0.8461538461538461,0.7692307692307693,0.0
F03_0355_0002_1_D,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,0.0
F03_0355_0002_2_D,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,0.0
F03_0362_0001_1_D,39,39,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.8974358974358975,0.8974358974358975,0.0
F03_0362_0001_2_D,39,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8974358974358975,0.8974358974358975,0.0
F03_0362_0002_1_D,38,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.868421052631579,0.868421052631579,0.0
F03_0362_0002_2_D,38,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.8947368421052632,0.0
F03_0459_0001_1_D,29,28,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.034482758620689655,0.03508771929824562,0.7586206896551724,0.7931034482758621,0.0
F03_0459_0001_2_D,29,27,0.0,0.0,0.0,0.07407407407407407,0.06896551724137931,0.07142857142857142,0.07407407407407407,0.06896551724137931,0.07142857142857142,0.7931034482758621,0.7931034482758621,0.0
F03_0459_0002_1_D,22,21,0.0,0.0,0.0,0.047619047619047616,0.045454545454545456,0.046511627906976744,0.047619047619047616,0.045454545454545456,0.046511627906976744,0.9090909090909091,0.9090909090909091,0.0
F03_0459_0002_2_D,22,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8636363636363636,0.8636363636363636,0.0
F03_0477_0001_1_D,35,35,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.8285714285714286,0.8285714285714286,0.0
F03_0477_0001_2_D,35,36,0.0,0.0,0.0,0.027777777777777776,0.02857142857142857,0.028169014084507043,0.05555555555555555,0.05714285714285714,0.056338028169014086,0.8285714285714286,0.8285714285714286,0.0
F03_0477_0002_1_D,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8636363636363636,0.8636363636363636,0.0
F03_0477_0002_2_D,22,22,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.8181818181818182,0.8181818181818182,0.0
F03_0489_0001_1_D,24,24,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.7916666666666666,0.7916666666666666,0.0
F03_0489_0001_2_D,24,24,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.75,0.75,0.0
F03_0489_0002_1_D,24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.7916666666666666,0.7916666666666666,0.0
F03_0489_0002_2_D,24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.7916666666666666,0.75,0.0
F04_0024_0001_1_D,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,0.0
F04_0024_0001_2_D,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,0.0
F04_0024_0002_1_D,18,18,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.8888888888888888,0.8888888888888888,0.0
F04_0024_0002_2_D,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.0
F04_0024_0003_1_D,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.0
F04_0024_0003_2_D,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,0.0
F04_0052_0002_1_D,22,22,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.7727272727272727,0.7727272727272727,0.0
F04_0052_0003_1_D,22,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7727272727272727,0.7727272727272727,0.0
F04_0052_0003_2_D,22,23,0.13043478260869565,0.13636363636363635,0.1333333333333333,0.13043478260869565,0.13636363636363635,0.1333333333333333,0.13043478260869565,0.13636363636363635,0.1333333333333333,0.6818181818181818,0.6818181818181818,0.0
F04_0067_0001_1_D,22,21,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.13636363636363635,0.1395348837209302,0.7272727272727273,0.6818181818181818,0.0
F04_0067_0001_2_D,22,22,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.6818181818181818,0.6818181818181818,0.0
F04_0067_0002_1_D,48,43,0.023255813953488372,0.020833333333333332,0.02197802197802198,0.06976744186046512,0.0625,0.06593406593406592,0.06976744186046512,0.0625,0.06593406593406592,0.75,0.75,0.0
F04_0067_0002_2_D,48,46,0.0,0.0,0.0,0.0,0.0,0.0,0.06521739130434782,0.0625,0.06382978723404255,0.75,0.7291666666666666,0.0
F04_0095_0001_1_D,44,44,0.0,0.0,0.0,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.8636363636363636,0.8636363636363636,0.0
F04_0095_0001_2_D,44,44,0.0,0.0,0.0,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.8636363636363636,0.8409090909090909,0.0
F04_0095_0002_1_DD,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.9090909090909091,0.9090909090909091,0.0
F04_0095_0002_2_DD,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0
F04_0095_0003_1_D,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0
F04_0095_0003_2_D,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0
F04_0113_0001_1_D,20,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0
F04_0113_0001_2_D,20,19,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05,0.05128205128205128,0.75,0.75,0.0
F04_0113_0002_1_D,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8636363636363636,0.8636363636363636,0.0
F04_0113_0002_2_D,22,22,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.6818181818181818,0.6818181818181818,0.6818181818181818,0.8636363636363636,0.8636363636363636,0.0
F04_0113_0003_1_DD,24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.9166666666666666,0.9166666666666666,0.0
F04_0113_0003_2_DD,24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0
F04_0126_0001_1_D,28,31,0.03225806451612903,0.03571428571428571,0.03389830508474576,0.06451612903225806,0.07142857142857142,0.06779661016949153,0.22580645161290322,0.25,0.23728813559322032,0.8571428571428571,0.8214285714285714,0.10714285714285714
F04_0126_0001_2_D,28,31,0.0,0.0,0.0,0.06451612903225806,0.07142857142857142,0.06779661016949153,0.25806451612903225,0.2857142857142857,0.2711864406779661,0.8571428571428571,0.8214285714285714,0.10714285714285714
F04_0126_0002_1_D,28,32,0.03125,0.03571428571428571,0.03333333333333333,0.0625,0.07142857142857142,0.06666666666666667,0.21875,0.25,0.23333333333333334,0.8214285714285714,0.7857142857142857,0.14285714285714285
F04_0126_0002_2_D,28,32,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.17857142857142858,0.16666666666666666,0.8214285714285714,0.8214285714285714,0.14285714285714285
F04_0126_0003_1_DD,26,26,0.0,0.0,0.0,0.0,0.0,0.0,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.8076923076923077,0.8076923076923077,0.0
F04_0126_0003_2_DD,26,31,0.0,0.0,0.0,0.0,0.0,0.0,0.2903225806451613,0.34615384615384615,0.3157894736842105,0.8846153846153846,0.8461538461538461,0.0
F04_0149_0002_1_D,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84375,0.84375,0.0
F04_0149_0002_2_D,32,33,0.0,0.0,0.0,0.030303030303030304,0.03125,0.03076923076923077,0.06060606060606061,0.0625,0.06153846153846154,0.84375,0.84375,0.0
F04_0167_0001_1_D,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.8947368421052632,0.0
F04_0167_0001_2_D,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.8947368421052632,0.0
F04_0167_0002_1_D,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.8235294117647058,0.0
F04_0167_0002_2_D,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.8823529411764706,0.0
F04_0195_0001_2_D,27,27,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.9259259259259259,0.9259259259259259,0.0
F04_0208_0001_1_D,20,21,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.15,0.14634146341463414,0.8,0.85,0.05
F04_0208_0001_2_D,20,22,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.1,0.09523809523809525,0.9,0.9,0.1
F04_0208_0002_1_D,13,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.8461538461538461,0.0
F04_0221_0001_2_D,20,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0
F04_0221_0002_1_D,23,21,0.0,0.0,0.0,0.047619047619047616,0.043478260869565216,0.04545454545454545,0.047619047619047616,0.043478260869565216,0.04545454545454545,0.6956521739130435,0.7391304347826086,0.0
F04_0221_0002_2_D,23,22,0.0,0.0,0.0,0.045454545454545456,0.043478260869565216,0.04444444444444444,0.045454545454545456,0.043478260869565216,0.04444444444444444,0.8695652173913043,0.8695652173913043,0.0
F04_0233_0001_1_D,20,19,0.21052631578947367,0.2,0.20512820512820512,0.2631578947368421,0.25,0.25641025641025644,0.2631578947368421,0.25,0.25641025641025644,0.75,0.8,0.0
F04_0233_0001_2_D,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.85,0.0
F04_0265_0001_1_D,29,30,0.13333333333333333,0.13793103448275862,0.13559322033898305,0.13333333333333333,0.13793103448275862,0.13559322033898305,0.16666666666666666,0.1724137931034483,0.16949152542372883,0.6896551724137931,0.6551724137931034,0.0
F04_0265_0002_1_D,37,36,0.16666666666666666,0.16216216216216217,0.16438356164383564,0.19444444444444445,0.1891891891891892,0.1917808219178082,0.2222222222222222,0.21621621621621623,0.2191780821917808,0.6756756756756757,0.7027027027027027,0.02702702702702703
F04_0265_0002_2_D,37,38,0.15789473684210525,0.16216216216216217,0.16,0.18421052631578946,0.1891891891891892,0.18666666666666668,0.21052631578947367,0.21621621621621623,0.21333333333333335,0.8108108108108109,0.8378378378378378,0.0
F04_0329_0002_1,21,18,0.05555555555555555,0.047619047619047616,0.05128205128205128,0.05555555555555555,0.047619047619047616,0.05128205128205128,0.05555555555555555,0.047619047619047616,0.05128205128205128,0.42857142857142855,0.5238095238095238,0.047619047619047616
F04_0347_0001_1_D,30,31,0.0967741935483871,0.1,0.09836065573770492,0.0967741935483871,0.1,0.09836065573770492,0.12903225806451613,0.13333333333333333,0.13114754098360656,0.7333333333333333,0.7333333333333333,0.0
F04_0347_0001_2_D,30,30,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.8333333333333334,0.8333333333333334,0.0
