stem,error_type,event_time,reference_index,estimate_index,distance_to_phrase_boundary_seconds,near_phrase_boundary
q22,merged,3.777,9,7,1.8810000000000002,False
q22,merged,4.186,10,7,1.4720000000000004,False
q22,merged,4.581,11,9,1.077,False
q22,merged,5.122,13,10,0.5360000000000005,False
q22,merged,7.969,20,17,1.8710000000000004,False
q22,merged,8.145,21,17,2.0469999999999997,False
q22,merged,8.305,22,18,2.207,False
q22,merged,10.298,26,23,1.8030000000000008,False
q22,merged,11.133,29,25,0.9680000000000017,False
q22,merged,13.191,33,29,0.4670000000000005,False
q22,merged,13.866,34,29,1.1419999999999995,False
q22,merged,14.453,36,30,1.7289999999999992,False
q22,merged,16.128,40,34,1.8069999999999986,False
q22,merged,16.535,41,34,1.3999999999999986,False
q22,merged,19.191,48,41,0.6679999999999993,False
q22,merged,20.411,51,44,0.9229999999999983,False
q22,merged,20.598,52,45,0.7360000000000007,False
q22,merged,21.916,55,47,0.1999999999999993,False
q22,merged,23.477,60,52,1.0079999999999991,False
q22,merged,23.559,61,52,0.9259999999999984,False
q22,merged,26.979,66,59,1.9299999999999997,False
q22,merged,35.214,74,70,1.1229999999999976,False
q22,merged,36.381,76,73,1.5180000000000007,False
q22,merged,40.946,80,78,0.8029999999999973,False
q22,merged,41.328,81,79,1.1850000000000023,False
q22,spurious,24.49,-1,54,0.004999999999999005,True
q24,split,0.73,1,2,0.435,False
q24,split,1.02,3,3,0.7250000000000001,False
q24,split,1.77,5,5,1.475,False
q24,split,1.99,7,6,1.695,False
q24,split,3.4,12,12,0.6039999999999996,False
q24,split,3.57,12,13,0.4339999999999997,False
q24,split,5.75,14,16,0.44200000000000017,False
q24,split,6.24,16,18,0.9320000000000004,False
q24,split,11.97,31,31,1.4670000000000005,False
q24,split,15.64,40,37,0.4510000000000005,False
q24,merged,0.782,2,2,0.48700000000000004,False
q24,merged,1.029,3,2,0.734,False
q24,merged,1.277,4,3,0.982,False
q24,merged,1.798,6,5,1.5030000000000001,False
q24,merged,2.029,7,5,1.734,False
q24,merged,5.775,15,16,0.4670000000000005,False
q24,merged,6.282,17,18,0.9660000000000002,False
q24,merged,10.7,26,27,0.19699999999999918,False
q24,merged,11.201,28,28,0.6980000000000004,False
q24,merged,11.959,31,30,1.4559999999999995,False
q24,merged,13.452,36,35,0.718,False
q24,merged,13.647,37,35,0.5229999999999997,False
q24,merged,15.646,40,36,0.45700000000000074,False
q24,merged,16.915,45,40,1.725999999999999,False
q24,merged,17.624,47,41,1.4730000000000025,False
q24,spurious,9.84,-1,26,0.6630000000000003,False
q24,spurious,19.74,-1,43,0.6429999999999971,False
q34,split,0.37,0,1,0.007000000000000006,True
q34,split,0.77,1,3,0.393,False
q34,split,5.98,8,10,0.8400000000000007,False
q34,split,7.19,11,13,0.29499999999999993,False
q34,split,11.36,23,23,0.734,False
q34,split,16.04,32,31,0.3819999999999997,False
q34,split,17.16,34,33,0.3309999999999995,False
q34,merged,5.978,8,9,0.8380000000000001,False
q34,merged,6.774,11,12,0.7110000000000003,False
q34,merged,7.228,12,13,0.25700000000000056,False
q34,merged,9.668,18,18,1.6229999999999993,False
q34,merged,11.366,23,22,0.7279999999999998,False
q34,merged,16.03,32,30,0.37200000000000166,False
q34,merged,17.159,34,32,0.33200000000000074,False
q56,split,3.73,11,12,0.30500000000000016,False
q56,split,5.29,14,15,0.4889999999999999,False
q56,split,5.52,15,16,0.7189999999999994,False
q56,split,5.74,16,17,0.9390000000000001,False
q56,split,6.91,20,22,1.7970000000000006,False
q56,split,10.67,32,32,1.1669999999999998,False
q56,split,10.9,33,33,1.3970000000000002,False
q56,split,11.11,33,34,1.6069999999999993,False
q56,split,14.46,42,43,0.9130000000000003,False
q56,split,15.18,46,46,1.6329999999999991,False
q56,split,15.41,47,47,1.5650000000000013,False
q56,split,15.66,48,48,1.3150000000000013,False
q56,split,16.42,51,50,0.5549999999999997,False
q56,split,16.6,51,51,0.375,False
q56,merged,5.254,14,14,0.4529999999999994,False
q56,merged,5.511,15,15,0.71,False
q56,merged,5.735,16,16,0.9340000000000002,False
q56,merged,6.927,21,22,1.7800000000000011,False
q56,merged,8.271,26,26,0.43599999999999994,False
q56,merged,10.655,32,31,1.1519999999999992,False
q56,merged,10.889,33,32,1.3859999999999992,False
q56,merged,11.115,34,34,1.612,False
q56,merged,14.493,43,43,0.9459999999999997,False
q56,merged,15.183,46,45,1.6359999999999992,False
q56,merged,15.41,47,46,1.5650000000000013,False
q56,merged,15.647,48,47,1.3280000000000012,False
q56,merged,16.155,50,49,0.8200000000000003,False
q56,merged,16.425,51,49,0.5500000000000007,False
q56,spurious,17.42,-1,52,0.4450000000000003,False
q58,split,5.84,6,12,0.03500000000000014,True
q58,split,11.61,15,23,0.8989999999999991,False
q58,split,12.96,18,26,1.3279999999999994,False
q58,split,14.16,19,28,0.1280000000000001,True
q58,split,17.79,25,36,0.0779999999999994,True
q58,split,24.71,32,45,0.015000000000000568,True
q58,split,27.35,36,51,0.42400000000000304,False
q58,merged,6.924,10,15,1.1190000000000007,False
q58,merged,11.578,15,22,0.8669999999999991,False
q58,merged,12.927,18,25,1.3610000000000007,False
q58,merged,27.241,36,50,0.3150000000000013,False
q58,spurious,0.31,-1,0,0.48200000000000004,False
q58,spurious,3.75,-1,7,0.7080000000000002,False
q58,spurious,4.04,-1,8,0.9980000000000002,False
q58,spurious,4.72,-1,9,1.085,False
q58,spurious,5.27,-1,10,0.5350000000000001,False
q58,spurious,8.82,-1,17,0.1590000000000007,False
q58,spurious,9.59,-1,18,0.9290000000000003,False
q58,spurious,10.32,-1,19,0.391,False
q58,spurious,14.77,-1,29,0.4819999999999993,False
q58,spurious,21.9,-1,41,0.41100000000000136,False
q58,spurious,25.9,-1,47,0.05999999999999872,True
q58,spurious,26.43,-1,48,0.49599999999999866,False
q58,spurious,29.08,-1,52,0.6479999999999997,False
q59,split,3.53,3,3,0.32099999999999973,False
q59,split,5.83,10,10,0.548,False
q59,split,12.25,25,24,1.032,False
q59,merged,3.508,3,2,0.29899999999999993,False
q59,merged,5.822,10,9,0.556,False
q59,merged,11.051,21,20,0.7900000000000009,False
q59,merged,12.235,25,23,1.0470000000000006,False
q61,split,0.57,1,2,0.30199999999999994,False
q61,split,0.74,2,3,0.472,False
q61,split,2.63,3,5,0.34899999999999975,False
q61,split,4.64,9,11,1.2230000000000008,False
q61,split,13.32,28,27,0.9009999999999998,False
q61,merged,0.575,1,1,0.30699999999999994,False
q61,merged,0.744,2,2,0.476,False
q61,merged,2.648,4,5,0.367,False
q61,merged,4.652,10,11,1.2110000000000003,False
q61,merged,4.917,11,11,0.9460000000000006,False
q61,merged,6.613,13,12,0.2680000000000007,False
q61,merged,13.319,28,26,0.9019999999999992,False
q61,spurious,0.06,-1,0,0.20800000000000002,False
q61,spurious,14.62,-1,28,0.39899999999999913,False
q62,split,2.93,1,2,0.5800000000000001,False
q62,split,4.43,4,5,1.2670000000000003,False
q62,split,9.35,8,9,0.488999999999999,False
q62,split,9.65,10,10,0.7889999999999997,False
q62,split,9.9,10,11,1.0389999999999997,False
q62,split,17.03,20,21,2.0329999999999977,False
q62,split,17.45,20,22,1.6129999999999995,False
q62,split,24.0,27,30,2.216000000000001,False
q62,merged,2.95,2,2,0.6000000000000001,False
q62,merged,4.453,5,5,1.2439999999999998,False
q62,merged,9.358,9,9,0.4969999999999999,False
q62,merged,9.648,10,9,0.786999999999999,False
q62,merged,9.906,11,11,1.045,False
q62,merged,24.01,28,30,2.2260000000000026,False
q63,split,0.91,2,2,0.48300000000000004,False
q63,split,6.82,12,13,0.25700000000000056,False
q63,split,8.73,17,18,2.1670000000000007,False
q63,split,12.92,23,26,0.4919999999999991,False
q63,merged,0.911,2,1,0.48400000000000004,False
q63,merged,6.825,12,12,0.26200000000000045,False
q63,merged,8.714,17,17,2.1510000000000007,False
q63,merged,12.988,24,26,0.5599999999999987,False
q63,spurious,6.31,-1,11,0.2530000000000001,False
q63,spurious,12.16,-1,23,0.2680000000000007,False
q73,split,1.0,1,2,0.49,False
q73,split,1.19,1,3,0.5310000000000001,False
q73,split,3.14,3,6,0.7879999999999998,False
q73,split,3.51,5,8,0.41800000000000015,False
q73,split,4.72,7,10,0.18400000000000016,False
q73,split,9.73,19,23,0.548,False
q73,split,11.72,22,27,0.5210000000000008,False
q73,split,14.64,27,33,0.4710000000000001,False
q73,split,16.39,28,35,0.18200000000000216,False
q73,split,16.39,29,35,0.18200000000000216,False
q73,split,20.17,38,45,0.24899999999999878,False
q73,merged,3.147,4,6,0.7810000000000001,False
q73,merged,4.718,7,9,0.18200000000000038,False
q73,merged,16.397,29,34,0.18900000000000006,False
q73,merged,16.397,29,35,0.18900000000000006,False
q8,split,1.18,1,3,0.5099999999999999,False
q8,split,2.75,7,7,2.08,False
q8,split,4.33,11,12,1.149,False
q8,split,6.34,16,17,0.5289999999999999,False
q8,split,7.09,18,19,1.279,False
q8,split,10.76,26,26,0.7379999999999995,False
q8,split,11.3,28,28,1.2780000000000005,False
q8,split,14.02,35,36,0.48300000000000054,False
q8,split,15.92,39,42,0.875,False
q8,split,15.92,40,42,0.875,False
q8,split,16.31,41,44,1.2649999999999988,False
q8,split,19.11,46,50,0.2579999999999991,False
q8,split,23.84,52,57,0.20599999999999952,False
q8,merged,1.202,2,3,0.5319999999999999,False
q8,merged,1.362,3,3,0.6920000000000001,False
q8,merged,2.753,7,6,2.083,False
q8,merged,6.347,16,16,0.5360000000000005,False
q8,merged,7.9,21,21,1.125,False
q8,merged,10.199,24,24,0.1769999999999996,False
q8,merged,10.708,26,25,0.6859999999999999,False
q8,merged,11.295,28,27,1.2729999999999997,False
q8,merged,15.937,40,41,0.8919999999999995,False
q8,merged,15.937,40,42,0.8919999999999995,False
q8,merged,16.477,42,44,1.4320000000000004,False
q8,merged,19.136,47,50,0.2839999999999989,False
q8,merged,20.624,50,52,0.9540000000000006,False
q8,merged,24.808,54,58,0.7710000000000008,False
q8,spurious,0.26,-1,0,0.41000000000000003,False
q8,spurious,9.2,-1,23,0.17499999999999893,False
q8,spurious,14.75,-1,38,0.2469999999999999,False
q8,spurious,18.62,-1,48,0.23199999999999932,False
q8,spurious,21.77,-1,53,0.19200000000000017,False
q8,spurious,22.32,-1,54,0.7420000000000009,False
q8,spurious,23.26,-1,55,0.3739999999999988,False
q80,split,4.33,5,4,0.702,False
q80,split,10.61,14,13,0.3130000000000006,False
q80,split,16.96,23,21,0.7370000000000019,False
q80,split,19.34,27,25,0.6559999999999988,False
q80,split,21.89,30,29,0.17800000000000082,False
q80,split,23.1,32,31,1.3880000000000017,False
q80,split,23.29,32,32,1.5779999999999994,False
q80,split,23.76,33,33,1.5679999999999978,False
q80,split,24.18,34,34,1.1479999999999997,False
q80,split,25.25,35,36,0.0779999999999994,True
q80,split,26.8,38,39,0.8490000000000002,False
q80,split,33.63,48,50,0.972999999999999,False
q80,split,36.3,52,54,0.8529999999999944,False
q80,split,36.65,53,55,1.2029999999999959,False
q80,merged,4.33,5,3,0.702,False
q80,merged,14.351,19,17,0.5290000000000017,False
q80,merged,16.955,23,20,0.7319999999999993,False
q80,merged,19.349,27,24,0.6649999999999991,False
q80,merged,23.106,32,30,1.394000000000002,False
q80,merged,23.718,33,32,1.6099999999999994,False
q80,merged,24.18,34,33,1.1479999999999997,False
q80,merged,26.797,38,38,0.8460000000000001,False
q80,merged,33.65,49,50,0.953000000000003,False
q80,merged,36.324,53,54,0.8769999999999953,False
q80,merged,36.744,54,55,1.296999999999997,False
q85,split,9.28,8,8,1.4399999999999995,False
q85,split,12.62,10,11,0.053999999999998494,True
q85,split,15.21,12,13,2.501999999999999,False
q85,split,20.5,21,19,2.1720000000000006,False
q85,merged,6.108,5,4,1.2680000000000007,False
q85,merged,15.158,12,12,2.5540000000000003,False
q85,merged,16.21,14,14,1.501999999999999,False
q85,merged,16.583,15,14,1.1290000000000013,False
q85,merged,19.302,19,17,1.1969999999999992,False
q85,merged,20.498,21,18,2.1739999999999995,False
q86,split,1.61,0,1,0.017000000000000126,True
q86,split,2.73,3,4,1.137,False
q86,split,3.77,5,7,2.177,False
q86,split,4.14,7,8,2.5469999999999997,False
q86,split,11.16,23,22,1.1069999999999993,False
q86,split,13.4,26,24,0.3849999999999998,False
q86,split,14.74,32,29,0.8059999999999992,False
q86,split,16.31,34,31,0.3119999999999994,False
q86,split,21.37,43,39,1.4009999999999998,False
q86,split,22.97,46,42,3.0009999999999977,False
q86,merged,2.705,3,3,1.112,False
q86,merged,3.795,6,7,2.202,False
q86,merged,4.123,7,7,2.5300000000000002,False
q86,merged,4.457,8,8,2.864,False
q86,merged,9.111,17,16,1.0440000000000005,False
q86,merged,11.136,23,21,1.1310000000000002,False
q86,merged,13.195,25,23,0.17999999999999972,False
q86,merged,13.403,26,23,0.3879999999999999,False
q86,merged,14.705,32,28,0.8409999999999993,False
q86,merged,16.313,34,30,0.3149999999999995,False
q86,merged,18.824,40,36,0.695999999999998,False
q86,merged,20.306,42,37,0.33699999999999974,False
q86,merged,22.088,45,40,2.1189999999999998,False
q86,merged,23.014,47,42,3.0199999999999996,False
q87,split,5.97,8,8,1.6370000000000005,False
q87,split,6.52,9,9,1.0870000000000006,False
q87,split,6.8,10,10,0.8070000000000004,False
q87,split,8.77,11,12,0.39700000000000024,False
q87,split,16.06,27,21,0.2289999999999992,False
q87,split,17.11,29,24,0.6810000000000009,False
q87,split,18.82,32,26,0.4559999999999995,False
q87,split,24.08,40,34,0.9709999999999965,False
q87,split,24.95,43,36,1.3859999999999992,False
q87,split,27.32,47,39,0.3260000000000005,False
q87,split,28.02,49,41,1.0259999999999998,False
q87,split,30.46,52,45,0.6500000000000021,False
q87,split,34.02,61,53,0.703000000000003,False
q87,split,34.25,61,54,0.9329999999999998,False
q87,split,34.89,63,56,1.5730000000000004,False
q87,split,35.65,65,57,1.483000000000004,False
q87,merged,2.217,3,2,0.9450000000000001,False
q87,merged,6.013,9,8,1.5940000000000003,False
q87,merged,6.808,10,9,0.7990000000000004,False
q87,merged,8.792,12,12,0.4190000000000005,False
q87,merged,9.644,14,13,1.2710000000000008,False
q87,merged,10.041,15,13,1.5629999999999988,False
q87,merged,12.457,20,17,0.3180000000000014,False
q87,merged,13.097,22,18,0.9580000000000002,False
q87,merged,13.398,23,18,1.2590000000000003,False
q87,merged,14.582,25,19,0.6809999999999992,False
q87,merged,16.059,27,20,0.22800000000000153,False
q87,merged,17.14,30,24,0.6509999999999998,False
q87,merged,18.808,32,25,0.44399999999999906,False
q87,merged,20.872,36,29,1.4460000000000015,False
q87,merged,24.137,41,34,1.0279999999999987,False
q87,merged,24.915,43,35,1.4209999999999994,False
q87,merged,25.723,45,37,0.6129999999999995,False
q87,merged,27.289,47,38,0.2950000000000017,False
q87,merged,27.577,48,39,0.583000000000002,False
q87,merged,30.504,53,45,0.6940000000000026,False
q87,merged,33.999,61,52,0.6820000000000022,False
q87,merged,34.294,62,54,0.9769999999999968,False
q87,merged,35.397,64,56,1.7360000000000042,False
q87,merged,35.553,65,56,1.5800000000000054,False
q87,merged,35.667,66,57,1.466000000000001,False
q9,split,1.52,3,4,1.165,False
q9,split,2.72,8,8,1.3889999999999998,False
q9,split,3.61,10,10,0.4990000000000001,False
q9,split,5.6,13,13,0.8809999999999993,False
q9,split,6.21,15,15,1.4909999999999997,False
q9,split,7.27,19,17,0.4670000000000005,False
q9,split,10.06,21,19,0.5899999999999999,False
q9,split,13.89,32,30,3.289999999999999,False
q9,split,14.79,34,32,2.3900000000000006,False
q9,split,16.0,39,36,1.1799999999999997,False
q9,split,16.3,40,37,0.879999999999999,False
q9,merged,1.531,4,4,1.176,False
q9,merged,2.703,8,7,1.4060000000000001,False
q9,merged,3.605,10,9,0.504,False
q9,merged,5.598,13,12,0.8789999999999996,False
q9,merged,6.207,15,14,1.4879999999999995,False
q9,merged,6.492,16,15,1.245,False
q9,merged,7.094,18,16,0.6429999999999998,False
q9,merged,7.239,19,16,0.4980000000000002,False
q9,merged,10.045,21,18,0.5749999999999993,False
q9,merged,13.872,32,29,3.308,False
q9,merged,14.473,34,31,2.706999999999999,False
q9,merged,14.804,35,32,2.3759999999999994,False
q9,merged,15.969,39,35,1.2110000000000003,False
q9,merged,16.295,40,36,0.884999999999998,False
q96,merged,12.904,12,11,1.0180000000000007,False
