decoder_candidate,onset_threshold,offset_threshold,min_onset_separation_seconds,min_note_duration_seconds,crepe_confidence_threshold,matches,ref_notes,est_notes,COnPOff_F_micro
5,0.36,0.405,0.162,0.1,0.3,1268,1790,1774,0.7115600448933782
86,0.4,0.405,0.162,0.1,0.3,1255,1790,1744,0.7102433503112621
14,0.36,0.405,0.18,0.1,0.3,1257,1790,1752,0.7097684923771881
8,0.36,0.405,0.162,0.11,0.3,1259,1790,1759,0.7094956325725557
17,0.36,0.405,0.18,0.11,0.3,1249,1790,1737,0.7082506379359228
2,0.36,0.405,0.162,0.09,0.3,1267,1790,1790,0.7078212290502793
89,0.4,0.405,0.162,0.11,0.3,1245,1790,1728,0.7077885162023878
4,0.36,0.405,0.162,0.1,0.25,1263,1790,1782,0.7071668533034714
11,0.36,0.405,0.18,0.09,0.3,1257,1790,1768,0.7065767284991569
83,0.4,0.405,0.162,0.09,0.3,1254,1790,1760,0.7064788732394366
23,0.36,0.405,0.198,0.1,0.3,1245,1790,1735,0.7063829787234043
26,0.36,0.405,0.198,0.11,0.3,1238,1790,1720,0.7054131054131053
13,0.36,0.405,0.18,0.1,0.25,1252,1790,1760,0.7053521126760565
85,0.4,0.405,0.162,0.1,0.25,1249,1790,1752,0.7052512704686618
7,0.36,0.405,0.162,0.11,0.25,1255,1790,1771,0.7048581859028362
95,0.4,0.405,0.18,0.1,0.3,1239,1790,1726,0.7047781569965871
3,0.36,0.405,0.162,0.1,0.2,1261,1790,1793,0.7038794306447111
16,0.36,0.405,0.18,0.11,0.25,1245,1790,1749,0.7035885843458605
1,0.36,0.405,0.162,0.09,0.25,1261,1790,1797,0.7030945079453582
98,0.4,0.405,0.18,0.11,0.3,1230,1790,1710,0.7028571428571428
20,0.36,0.405,0.198,0.09,0.3,1244,1790,1751,0.7026263767297374
88,0.4,0.405,0.162,0.11,0.25,1240,1790,1740,0.7025495750708215
104,0.4,0.405,0.198,0.1,0.3,1229,1790,1710,0.7022857142857142
6,0.36,0.405,0.162,0.11,0.2,1254,1790,1782,0.702127659574468
12,0.36,0.405,0.18,0.1,0.2,1250,1790,1771,0.7020499859590004
32,0.36,0.45,0.162,0.1,0.3,1251,1790,1774,0.7020202020202021
22,0.36,0.405,0.198,0.1,0.25,1240,1790,1743,0.7019530144353241
10,0.36,0.405,0.18,0.09,0.25,1251,1790,1775,0.7018232819074335
167,0.44,0.405,0.162,0.1,0.3,1227,1790,1707,0.7017443523019732
92,0.4,0.405,0.18,0.09,0.3,1239,1790,1742,0.70158550396376
84,0.4,0.405,0.162,0.1,0.2,1246,1790,1762,0.7015765765765766
82,0.4,0.405,0.162,0.09,0.25,1247,1790,1767,0.7011526567332022
107,0.4,0.405,0.198,0.11,0.3,1221,1790,1694,0.700918484500574
15,0.36,0.405,0.18,0.11,0.2,1244,1790,1760,0.7008450704225353
25,0.36,0.405,0.198,0.11,0.25,1234,1790,1732,0.7007382169222032
113,0.4,0.45,0.162,0.1,0.3,1237,1790,1744,0.7000565930956423
35,0.36,0.45,0.162,0.11,0.3,1242,1790,1759,0.6999154691462384
87,0.4,0.405,0.162,0.11,0.2,1239,1790,1751,0.6998023157300198
94,0.4,0.405,0.18,0.1,0.25,1233,1790,1734,0.6997729852440409
0,0.36,0.405,0.162,0.09,0.2,1259,1790,1809,0.6996387885523758
170,0.44,0.405,0.162,0.11,0.3,1217,1790,1691,0.6992243608158575
41,0.36,0.45,0.18,0.1,0.3,1238,1790,1752,0.6990400903444383
21,0.36,0.405,0.198,0.1,0.2,1238,1790,1754,0.6986455981941309
101,0.4,0.405,0.198,0.09,0.3,1228,1790,1726,0.6985210466439136
9,0.36,0.405,0.18,0.09,0.2,1249,1790,1787,0.6983505731059546
29,0.36,0.45,0.162,0.09,0.3,1250,1790,1790,0.6983240223463687
24,0.36,0.405,0.198,0.11,0.2,1233,1790,1743,0.6979903764506086
164,0.44,0.405,0.162,0.09,0.3,1226,1790,1723,0.6979789353828636
19,0.36,0.405,0.198,0.09,0.25,1238,1790,1758,0.6978579481397972
97,0.4,0.405,0.18,0.11,0.25,1225,1790,1722,0.6976082004555809
116,0.4,0.45,0.162,0.11,0.3,1227,1790,1728,0.6975554292211484
44,0.36,0.45,0.18,0.11,0.3,1230,1790,1737,0.697476609016161
81,0.4,0.405,0.162,0.09,0.2,1244,1790,1778,0.6973094170403589
103,0.4,0.405,0.198,0.1,0.25,1223,1790,1718,0.6972633979475484
166,0.44,0.405,0.162,0.1,0.25,1221,1790,1715,0.696718972895863
31,0.36,0.45,0.162,0.1,0.25,1244,1790,1782,0.696528555431131
110,0.4,0.45,0.162,0.09,0.3,1236,1790,1760,0.6963380281690141
91,0.4,0.405,0.18,0.09,0.25,1232,1790,1749,0.6962418762362249
93,0.4,0.405,0.18,0.1,0.2,1230,1790,1744,0.696095076400679
106,0.4,0.405,0.198,0.11,0.25,1216,1790,1706,0.6956521739130435
38,0.36,0.45,0.18,0.09,0.3,1237,1790,1768,0.6953344575604272
122,0.4,0.45,0.18,0.1,0.3,1222,1790,1726,0.6951080773606371
96,0.4,0.405,0.18,0.11,0.2,1224,1790,1733,0.694862333238717
50,0.36,0.45,0.198,0.1,0.3,1224,1790,1735,0.694468085106383
18,0.36,0.405,0.198,0.09,0.2,1236,1790,1770,0.6943820224719102
34,0.36,0.45,0.162,0.11,0.25,1236,1790,1771,0.6941870261162594
176,0.44,0.405,0.18,0.1,0.3,1207,1790,1688,0.6940770557791835
